City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
265,Yamada,JP,2021-12-22 15:1638,39.4667,141.95,31.46,57,7,4.61,clear sky
266,Myitkyina,MM,2021-12-22 15:1638,25.3833,97.4,56.37,87,68,2.35,broken clouds
267,Pobe,BJ,2021-12-22 15:1638,6.9801,2.6649,97.9,16,10,5.1,clear sky
268,Guadalupe Victoria,MX,2021-12-22 15:1638,32.2869,-115.105,54.68,27,96,4.34,overcast clouds
269,Bilibino,RU,2021-12-22 15:1639,68.0546,166.4372,-31.99,98,66,2.26,broken clouds
270,Cookeville,US,2021-12-22 15:1203,36.1628,-85.5016,38.79,81,1,6.91,clear sky
271,Sur,OM,2021-12-22 15:1639,22.5667,59.5289,74.07,60,18,2.13,few clouds
272,Fairbanks,US,2021-12-22 15:1639,64.8378,-147.7164,8.56,77,1,0.0,clear sky
273,East London,ZA,2021-12-22 15:1536,-33.0153,27.9116,70.74,83,20,14.97,moderate rain
274,Langsa,ID,2021-12-22 15:1307,4.4683,97.9683,74.61,92,78,2.91,broken clouds
275,Faanui,PF,2021-12-22 15:1640,-16.4833,-151.75,81.19,75,99,16.58,moderate rain
276,Bolivar,US,2021-12-22 15:1640,37.6145,-93.4105,37.0,64,0,3.0,clear sky
277,Mayo,US,2021-12-22 15:1640,38.8876,-76.5119,47.23,78,1,8.99,clear sky
278,Beyneu,KZ,2021-12-22 15:1641,45.3167,55.2,36.21,55,100,6.6,overcast clouds
279,Khorol,UA,2021-12-22 15:1641,49.7837,33.2783,15.33,77,100,8.48,overcast clouds
280,Chegem,RU,2021-12-22 15:1741,43.2833,43.1333,-5.67,80,44,11.14,scattered clouds
281,Wanning,CN,2021-12-22 15:1741,18.8003,110.3967,68.86,88,33,6.13,scattered clouds
282,Porosozero,RU,2021-12-22 15:1742,62.7191,32.727,10.56,88,95,9.89,overcast clouds
283,Adrar,MR,2021-12-22 15:1742,20.5022,-10.0711,78.21,18,100,13.53,overcast clouds
284,Vardo,NO,2021-12-22 15:1742,70.3705,31.1107,26.8,100,90,26.46,light snow
285,Kavieng,PG,2021-12-22 15:1743,-2.5744,150.7967,82.09,79,75,6.78,light rain
286,Goure,NE,2021-12-22 15:1743,13.9835,10.2704,81.01,12,4,14.99,clear sky
287,Hanahan,US,2021-12-22 15:1555,32.9185,-80.022,49.96,82,20,6.91,few clouds
288,Le Mars,US,2021-12-22 15:1743,42.7942,-96.1656,26.85,63,1,9.22,clear sky
289,Kankon,IN,2021-12-22 15:1743,15.0167,74.0167,78.6,67,5,6.96,clear sky
290,Sipoo,FI,2021-12-22 15:1744,60.3775,25.2691,14.09,87,0,5.75,clear sky
291,Pacific Grove,US,2021-12-22 15:1744,36.6177,-121.9166,55.49,89,90,1.01,overcast clouds
292,Auki,SB,2021-12-22 15:1744,-8.7676,160.7034,77.76,89,100,4.74,overcast clouds
293,Erenhot,CN,2021-12-22 15:1744,43.6475,111.9767,17.35,73,100,7.67,overcast clouds
294,Sioux Lookout,CA,2021-12-22 15:1745,50.1001,-91.917,-0.02,84,90,3.44,light snow
295,Yeppoon,AU,2021-12-22 15:1745,-23.1333,150.7333,74.98,77,9,5.66,clear sky
296,Sicamous,CA,2021-12-22 15:1745,50.8331,-118.9856,29.19,96,100,2.86,overcast clouds
297,Dunedin,NZ,2021-12-22 15:1746,-45.8742,170.5036,51.8,99,66,5.79,broken clouds
298,Severo-Kurilsk,RU,2021-12-22 15:1746,50.6789,156.125,24.57,82,100,16.44,overcast clouds
299,Bima,ID,2021-12-22 15:1746,-8.4667,118.7167,78.98,90,100,2.89,overcast clouds
300,Chachapoyas,PE,2021-12-22 15:1519,-6.2317,-77.869,63.28,79,99,5.61,light rain
301,Suileng,CN,2021-12-22 15:1747,47.25,127.0833,-30.87,97,13,4.81,few clouds
302,Upernavik,GL,2021-12-22 15:1747,72.7868,-56.1549,23.2,63,61,4.25,broken clouds
303,Grand Gaube,MU,2021-12-22 15:1747,-20.0064,57.6608,78.39,85,100,5.01,moderate rain
304,Tommot,RU,2021-12-22 15:1747,58.9564,126.2925,-40.7,99,100,0.67,overcast clouds
305,Hamilton,US,2021-12-22 15:1748,39.1834,-84.5333,32.88,68,1,3.0,clear sky
306,Doka,SD,2021-12-22 15:1748,13.5167,35.7667,88.05,33,9,11.25,clear sky
307,Carballo,ES,2021-12-22 15:1748,43.213,-8.691,62.29,76,77,11.25,broken clouds
308,Hanna,CA,2021-12-22 15:1748,51.6334,-111.9018,21.4,89,100,8.01,overcast clouds
309,Tevaitoa,PF,2021-12-22 15:1749,-16.7833,-151.5,81.25,74,100,15.41,moderate rain
310,Avera,US,2021-12-22 15:1749,33.194,-82.5271,48.07,69,0,9.8,clear sky
311,Kabinda,CD,2021-12-22 15:1749,-6.1333,24.4833,75.54,81,100,2.64,overcast clouds
312,Bowen,AU,2021-12-22 15:1749,-20.0167,148.2333,78.28,69,5,5.91,clear sky
313,Indian Head,US,2021-12-22 15:1750,38.6001,-77.1622,48.04,69,1,1.99,clear sky
314,Bhakkar,PK,2021-12-22 15:1750,31.6253,71.0657,59.67,15,92,3.27,overcast clouds
315,Itarema,BR,2021-12-22 15:1750,-2.9248,-39.9167,88.97,56,23,17.31,few clouds
316,Kokologo,BF,2021-12-22 15:1751,12.1897,-1.8856,89.46,11,60,13.58,broken clouds
317,Khonsa,IN,2021-12-22 15:1751,27.0167,95.5667,50.95,75,41,4.79,scattered clouds
318,Charters Towers,AU,2021-12-22 15:1751,-20.1,146.2667,74.8,82,4,12.1,clear sky
319,Constitucion,CL,2021-12-22 15:1751,-35.3333,-72.4167,69.37,54,5,6.51,clear sky
320,Antofagasta,CL,2021-12-22 15:1752,-23.65,-70.4,73.22,53,38,7.11,scattered clouds
321,San Cristobal,VE,2021-12-22 15:1752,7.7669,-72.225,75.38,61,100,2.28,overcast clouds
322,Pirai,BR,2021-12-22 15:1752,-22.6292,-43.8981,88.95,50,4,4.25,clear sky
323,Beringovskiy,RU,2021-12-22 15:1753,63.05,179.3167,19.33,94,100,31.21,snow
324,Thinadhoo,MV,2021-12-22 15:1753,0.5333,72.9333,81.07,73,100,0.94,overcast clouds
325,Ilulissat,GL,2021-12-22 15:1753,69.2167,-51.1,39.22,38,75,21.85,broken clouds
326,Port Blair,IN,2021-12-22 15:1753,11.6667,92.75,78.04,76,40,7.31,scattered clouds
327,Koumac,NC,2021-12-22 15:1754,-20.5667,164.2833,78.17,82,0,2.73,clear sky
328,Bandarbeyla,SO,2021-12-22 15:1754,9.4942,50.8122,78.33,72,42,17.09,scattered clouds
329,Sisimiut,GL,2021-12-22 15:1854,66.9395,-53.6735,30.76,69,97,13.69,overcast clouds
330,Natal,BR,2021-12-22 15:1559,-5.795,-35.2094,88.45,70,75,14.97,broken clouds
331,Ancud,CL,2021-12-22 15:1854,-41.8697,-73.8203,74.23,69,0,7.2,clear sky
332,Nome,US,2021-12-22 15:1855,64.5011,-165.4064,10.47,67,90,9.22,overcast clouds
333,Seguela,CI,2021-12-22 15:1855,7.9611,-6.6731,96.26,12,55,6.31,broken clouds
334,Beloha,MG,2021-12-22 15:1855,-25.1667,45.05,76.69,76,100,13.06,overcast clouds
335,Tsiroanomandidy,MG,2021-12-22 15:1856,-18.7667,46.0333,81.01,53,98,4.43,overcast clouds
336,El Tocuyo,VE,2021-12-22 15:1856,9.7873,-69.7937,80.46,51,61,3.04,broken clouds
337,Poya,NC,2021-12-22 15:1856,-21.35,165.15,76.86,87,27,3.6,scattered clouds
338,Poum,NC,2021-12-22 15:1856,-20.2333,164.0167,79.54,79,7,11.39,clear sky
339,Te Anau,NZ,2021-12-22 15:1857,-45.4167,167.7167,45.28,90,25,4.79,scattered clouds
340,Independence,US,2021-12-22 15:1734,39.0911,-94.4155,33.08,56,1,5.99,clear sky
341,Domat,CH,2021-12-22 15:1857,46.8348,9.4508,33.78,78,8,5.99,clear sky
342,Okhotsk,RU,2021-12-22 15:1857,59.3833,143.3,0.68,73,100,20.71,overcast clouds
343,Teseney,ER,2021-12-22 15:1858,15.11,36.6575,86.34,30,32,11.72,scattered clouds
344,Puerto Colombia,CO,2021-12-22 15:1858,10.9878,-74.9547,84.29,74,100,5.12,overcast clouds
345,Lityn,UA,2021-12-22 15:1858,49.3251,28.0809,17.92,85,85,6.64,overcast clouds
346,Kapoeta,SS,2021-12-22 15:1859,4.7717,33.5903,88.2,37,88,11.45,overcast clouds
347,Nanortalik,GL,2021-12-22 15:1859,60.1432,-45.2371,38.34,76,99,11.7,overcast clouds
348,Pedro Carbo,EC,2021-12-22 15:1859,-1.8333,-80.2333,81.21,76,100,1.79,overcast clouds
349,Sitka,US,2021-12-22 15:1900,57.0531,-135.33,35.49,25,1,9.22,clear sky
350,Ketchikan,US,2021-12-22 15:1900,55.3422,-131.6461,30.67,80,24,12.66,few clouds
351,Bundaberg,AU,2021-12-22 15:1900,-24.85,152.35,71.22,89,40,5.75,scattered clouds
352,Oistins,BB,2021-12-22 15:1636,13.0667,-59.5333,86.09,62,40,24.16,scattered clouds
353,Bathsheba,BB,2021-12-22 15:1900,13.2167,-59.5167,86.61,62,40,24.16,scattered clouds
354,Alihe,CN,2021-12-22 15:1901,50.5667,123.7167,-9.31,84,100,0.85,overcast clouds
355,Kenai,US,2021-12-22 15:1901,60.5544,-151.2583,16.14,91,90,5.75,overcast clouds
356,Sampit,ID,2021-12-22 15:1901,-2.5333,112.95,76.1,96,100,2.08,overcast clouds
357,Goderich,CA,2021-12-22 15:1902,43.7501,-81.7165,29.91,74,100,23.02,light snow
358,Nuevo Progreso,MX,2021-12-22 15:1902,23.1667,-97.95,70.47,74,0,6.38,clear sky
359,Lorengau,PG,2021-12-22 15:1902,-2.0226,147.2712,81.77,78,86,6.64,overcast clouds
360,Clyde River,CA,2021-12-22 15:1902,70.4692,-68.5914,8.83,85,90,12.66,snow
361,Khani,GE,2021-12-22 15:1903,41.9563,42.9566,24.37,96,97,4.85,snow
362,Cayenne,GF,2021-12-22 15:1903,4.9333,-52.3333,78.1,92,75,4.61,heavy intensity rain
363,Cidreira,BR,2021-12-22 15:1903,-30.1811,-50.2056,77.02,61,2,14.97,clear sky
364,Tazovskiy,RU,2021-12-22 15:1903,67.4667,78.7,4.55,94,100,22.93,light snow
365,Svetlogorsk,BY,2021-12-22 15:1904,52.6333,29.7333,14.97,83,100,9.15,overcast clouds
366,Bilopillya,UA,2021-12-22 15:1904,51.1502,34.3129,11.16,91,100,7.7,overcast clouds
367,Qui Nhon,VN,2021-12-22 15:1904,13.7667,109.2333,71.65,88,99,8.16,overcast clouds
368,Ferrol,ES,2021-12-22 15:1457,43.4832,-8.2369,63.68,66,87,10.09,overcast clouds
369,Comodoro Rivadavia,AR,2021-12-22 15:1905,-45.8667,-67.5,69.66,43,0,11.5,clear sky
370,Jizan,SA,2021-12-22 15:1905,17.3333,42.6667,83.34,66,56,8.05,broken clouds
371,Port Hardy,CA,2021-12-22 15:1511,50.6996,-127.4199,37.76,100,90,2.3,light rain
372,Kirakira,SB,2021-12-22 15:2005,-10.4544,161.9205,80.83,83,99,5.19,overcast clouds
373,Datong,CN,2021-12-22 15:2006,40.0936,113.2914,28.15,37,68,2.19,broken clouds
374,Vila,PT,2021-12-22 15:2006,42.0304,-8.1588,51.33,75,58,6.58,broken clouds
375,Juneau,US,2021-12-22 15:1515,58.3019,-134.4197,28.22,93,1,0.0,clear sky
376,Port Keats,AU,2021-12-22 15:2006,-14.25,129.55,83.44,78,100,5.17,overcast clouds
377,Oxelosund,SE,2021-12-22 15:2007,58.6706,17.1015,22.32,92,0,0.0,clear sky
378,Chapais,CA,2021-12-22 15:1745,49.7834,-74.8492,10.18,93,100,7.23,light snow
379,Busko-Zdroj,PL,2021-12-22 15:2007,50.4708,20.7188,27.86,87,51,3.09,broken clouds
380,Onguday,RU,2021-12-22 15:2007,50.75,86.15,2.1,95,48,4.41,scattered clouds
381,Kudahuvadhoo,MV,2021-12-22 15:2007,2.6708,72.8944,82.6,73,74,11.27,broken clouds
382,Honiara,SB,2021-12-22 15:2008,-9.4333,159.95,78.46,86,100,3.22,overcast clouds
383,Chabahar,IR,2021-12-22 15:2008,25.2919,60.643,75.7,76,0,20.24,clear sky
384,Vestmannaeyjar,IS,2021-12-22 15:2008,63.4427,-20.2734,36.59,75,0,21.85,clear sky
385,Princeton,US,2021-12-22 15:2009,25.5384,-80.4089,67.01,76,20,10.36,few clouds
386,Idrinskoye,RU,2021-12-22 15:2009,54.3708,92.1358,0.97,97,48,3.89,scattered clouds
387,Akhnur,IN,2021-12-22 15:2009,32.8667,74.7333,56.3,33,18,3.87,few clouds
388,Belmonte,BR,2021-12-22 15:2009,-15.8631,-38.8828,81.1,76,73,11.99,broken clouds
389,Drayton Valley,CA,2021-12-22 15:2010,53.2168,-114.9854,20.21,96,100,7.16,snow
390,Gat,IL,2021-12-22 15:2010,31.61,34.7642,58.78,100,73,7.36,broken clouds
391,Colares,PT,2021-12-22 15:2010,38.7992,-9.4469,63.59,82,75,13.0,broken clouds
392,Log,RU,2021-12-22 15:2010,49.4844,43.8613,11.03,90,100,12.75,overcast clouds
393,Talcahuano,CL,2021-12-22 15:2011,-36.7167,-73.1167,73.08,49,0,8.05,clear sky
394,Amuntai,ID,2021-12-22 15:2011,-2.4177,115.2494,76.24,96,100,1.14,overcast clouds
395,Barkot,IN,2021-12-22 15:1919,30.8167,78.2,45.99,52,0,4.14,clear sky
396,Dano,BF,2021-12-22 15:2011,11.15,-3.0667,94.3,11,58,10.4,broken clouds
397,Lesozavodsk,RU,2021-12-22 15:2012,45.4794,133.4244,-13.29,92,91,0.54,overcast clouds
398,Mayuge,UG,2021-12-22 15:2012,0.4597,33.4803,76.28,65,100,6.67,overcast clouds
399,Pitimbu,BR,2021-12-22 15:2012,-7.4706,-34.8086,88.39,67,36,12.97,scattered clouds
400,Araouane,ML,2021-12-22 15:2012,18.9048,-3.5265,82.96,9,74,12.77,broken clouds
401,High Level,CA,2021-12-22 15:1647,58.5169,-117.136,-2.09,84,90,2.3,light snow
402,Acapulco,MX,2021-12-22 15:2001,16.8634,-99.8901,78.62,83,20,4.61,few clouds
403,Borgosesia,IT,2021-12-22 15:2013,45.7145,8.2799,46.4,79,77,1.86,broken clouds
404,Kieta,PG,2021-12-22 15:2013,-6.2167,155.6333,79.95,85,99,2.46,moderate rain
405,Barcelos,PT,2021-12-22 15:1812,41.5388,-8.6151,65.88,66,33,9.04,scattered clouds
406,Mecca,SA,2021-12-22 15:1852,21.4267,39.8261,76.37,44,3,13.71,clear sky
407,Sao Felix Do Xingu,BR,2021-12-22 15:2014,-6.6447,-51.995,87.58,57,100,3.94,overcast clouds
408,Capreol,CA,2021-12-22 15:1541,46.706,-80.9225,9.55,76,75,7.0,light snow
409,Corner Brook,CA,2021-12-22 15:2014,48.9667,-57.9484,26.73,77,41,1.86,scattered clouds
410,Shache,CN,2021-12-22 15:2014,38.4167,77.2406,31.26,44,100,3.42,overcast clouds
411,Gulu,UG,2021-12-22 15:2014,2.7746,32.299,80.62,42,100,2.84,overcast clouds
412,Havelock,US,2021-12-22 15:2015,34.8791,-76.9013,46.38,95,90,5.01,overcast clouds
413,Saint-Augustin,CA,2021-12-22 15:2015,51.226,-58.6502,9.07,73,2,6.46,clear sky
414,Zhuhai,CN,2021-12-22 15:1801,22.2769,113.5678,68.11,88,40,3.44,scattered clouds
415,Poltavka,RU,2021-12-22 15:2015,54.3663,71.7632,25.95,86,100,17.34,overcast clouds
416,Leh,IN,2021-12-22 15:1804,34.1667,77.5833,9.36,65,85,2.15,overcast clouds
417,America Dourada,BR,2021-12-22 15:2016,-11.4553,-41.4361,83.41,55,93,5.5,overcast clouds
418,Bonoua,CI,2021-12-22 15:2116,5.2741,-3.595,89.22,28,66,4.21,broken clouds
419,Lixourion,GR,2021-12-22 15:2116,38.2019,20.4314,53.6,76,75,0.0,broken clouds
420,Apatity,RU,2021-12-22 15:2117,67.5641,33.4031,12.11,87,100,8.05,overcast clouds
421,Escanaba,US,2021-12-22 15:1818,45.7453,-87.0646,14.94,81,90,8.05,overcast clouds
422,Rocha,UY,2021-12-22 15:2117,-34.4833,-54.3333,78.44,41,0,13.67,clear sky
423,Muslyumovo,RU,2021-12-22 15:2117,55.3033,53.1947,-7.73,100,22,4.23,few clouds
424,Shieli,KZ,2021-12-22 15:2118,44.1667,66.75,45.77,78,83,6.78,broken clouds
425,Manthani,IN,2021-12-22 15:2118,18.65,79.6667,66.33,32,0,0.83,clear sky
426,Cozumel,MX,2021-12-22 15:2053,20.5083,-86.9458,75.27,69,1,11.5,clear sky
427,Roanoke Rapids,US,2021-12-22 15:2053,36.4615,-77.6542,45.48,100,1,4.61,clear sky
428,Shingu,JP,2021-12-22 15:2118,33.7333,135.9833,44.91,77,3,6.51,clear sky
429,Merritt Island,US,2021-12-22 15:1724,28.5392,-80.672,55.49,82,90,11.5,overcast clouds
430,Mubi,NG,2021-12-22 15:2119,10.2676,13.2644,89.58,16,9,9.93,clear sky
431,Altay,CN,2021-12-22 15:2119,47.8667,88.1167,18.57,60,0,9.26,clear sky
432,Rosa Zarate,EC,2021-12-22 15:2119,0.3333,-79.4667,75.25,85,100,2.28,overcast clouds
433,Skaudvile,LT,2021-12-22 15:2119,55.4167,22.6167,17.42,88,6,3.06,clear sky
434,Kupino,RU,2021-12-22 15:2120,54.3663,77.2981,23.85,90,100,19.84,overcast clouds
435,Zeya,RU,2021-12-22 15:2120,53.75,127.2667,-22.02,85,77,3.36,broken clouds
436,Asau,RO,2021-12-22 15:2120,46.4333,26.4,22.28,85,88,2.35,overcast clouds
437,Bilma,NE,2021-12-22 15:2121,18.6853,12.9164,75.52,9,66,3.85,broken clouds
438,Tuatapere,NZ,2021-12-22 15:2121,-46.1333,167.6833,52.83,85,25,6.13,scattered clouds
439,Kaeo,NZ,2021-12-22 15:2121,-35.1,173.7833,62.33,89,100,6.78,overcast clouds
440,Yulara,AU,2021-12-22 15:2122,-25.2406,130.9889,78.64,47,10,4.61,clear sky
441,Lasa,IT,2021-12-22 15:2122,46.6166,10.7002,34.68,69,5,2.35,clear sky
442,Chinsali,ZM,2021-12-22 15:2122,-10.5414,32.0816,76.95,63,100,6.85,overcast clouds
443,Snezhnogorsk,RU,2021-12-22 15:2122,69.1933,33.2531,13.78,89,100,24.2,light snow
444,Marratxi,ES,2021-12-22 15:2123,39.6421,2.7539,56.71,81,75,1.99,broken clouds
445,Saraipali,IN,2021-12-22 15:2123,21.3333,83.0,61.59,28,0,0.92,clear sky
446,Cam Ranh,VN,2021-12-22 15:2123,11.9214,109.1591,73.36,94,75,11.5,broken clouds
447,Paracuru,BR,2021-12-22 15:2124,-3.41,-39.0306,89.62,58,24,15.01,few clouds
448,Povoa De Varzim,PT,2021-12-22 15:2124,41.3834,-8.7636,66.2,68,40,14.97,scattered clouds
449,Warmbad,NA,2021-12-22 15:2124,-28.45,18.7333,82.67,14,0,16.89,clear sky
450,Kahului,US,2021-12-22 15:2124,20.8947,-156.47,69.06,91,90,9.22,mist
451,Kamphaeng Phet,TH,2021-12-22 15:2125,16.25,99.5,71.44,65,2,4.76,clear sky
452,La Romana,DO,2021-12-22 15:2125,18.4273,-68.9728,82.13,78,75,4.61,broken clouds
453,Tukrah,LY,2021-12-22 15:2125,32.5341,20.5791,60.51,62,40,8.86,scattered clouds
454,Kumo,NG,2021-12-22 15:2126,10.0447,11.2122,88.34,18,57,10.22,broken clouds
455,Maniitsoq,GL,2021-12-22 15:2126,65.4167,-52.9,35.04,74,100,9.13,overcast clouds
456,Stara Zagora,BG,2021-12-22 15:2126,42.4328,25.6419,33.19,56,100,1.5,overcast clouds
457,Torbay,CA,2021-12-22 15:2126,47.6666,-52.7314,30.58,71,40,18.41,scattered clouds
458,Beipiao,CN,2021-12-22 15:2127,41.7919,120.7792,12.25,57,61,5.26,broken clouds
459,Henderson,US,2021-12-22 15:1835,36.0397,-114.9819,46.24,57,1,0.0,clear sky
460,Pisco,PE,2021-12-22 15:2127,-13.7,-76.2167,71.02,83,100,10.36,haze
461,Kannur,IN,2021-12-22 15:2100,11.8675,75.3576,76.87,76,4,4.99,clear sky
462,Russell,US,2021-12-22 15:2127,32.3502,-85.1999,47.48,84,1,11.5,clear sky
463,Zheleznodorozhnyy,RU,2021-12-22 15:2128,55.7503,38.0042,-4.86,97,98,4.99,overcast clouds
464,Strezhevoy,RU,2021-12-22 15:2128,60.7333,77.5889,21.18,92,100,17.96,overcast clouds
465,Nicoya,CR,2021-12-22 15:2228,10.1483,-85.452,81.95,67,7,3.74,clear sky
466,Lafiagi,NG,2021-12-22 15:2229,8.8667,5.4167,98.37,15,19,4.36,few clouds
467,Kabo,CF,2021-12-22 15:2229,7.6994,18.629,97.63,16,3,7.65,clear sky
468,Baillif,GP,2021-12-22 15:2229,16.0202,-61.7463,81.9,73,1,14.92,clear sky
469,Banjar,ID,2021-12-22 15:2230,-8.19,114.9675,82.26,90,89,2.19,overcast clouds
470,Hualmay,PE,2021-12-22 15:2230,-11.0964,-77.6139,72.07,73,67,7.27,broken clouds
471,Pochutla,MX,2021-12-22 15:2230,15.7432,-96.4661,82.81,65,4,0.74,clear sky
472,Progreso,MX,2021-12-22 15:2231,21.2833,-89.6667,75.11,55,36,9.53,scattered clouds
473,Pringsewu,ID,2021-12-22 15:2231,-5.3582,104.9744,74.21,96,34,2.98,scattered clouds
474,Acarau,BR,2021-12-22 15:2231,-2.8856,-40.12,89.06,56,26,18.84,scattered clouds
475,Atar,MR,2021-12-22 15:2232,20.5169,-13.0499,84.42,15,37,15.17,scattered clouds
476,Cap Malheureux,MU,2021-12-22 15:2232,-19.9842,57.6142,78.48,85,100,7.0,moderate rain
477,Dzaoudzi,YT,2021-12-22 15:2233,-12.7887,45.2699,85.89,70,20,4.61,few clouds
478,Moranbah,AU,2021-12-22 15:2233,-22.0016,148.0466,75.69,48,0,3.11,clear sky
479,Kalabo,ZM,2021-12-22 15:2233,-14.97,22.6814,71.65,78,100,3.18,overcast clouds
480,Fatehabad,IN,2021-12-22 15:2233,29.5167,75.45,60.98,20,100,4.27,overcast clouds
481,Itacoatiara,BR,2021-12-22 15:2234,-3.1431,-58.4442,88.54,55,34,5.57,scattered clouds
482,Henties Bay,NA,2021-12-22 15:2234,-22.116,14.2845,68.86,65,0,12.75,clear sky
483,Tarakan,ID,2021-12-22 15:2234,3.3,117.6333,80.1,83,40,8.05,scattered clouds
484,Bintulu,MY,2021-12-22 15:2235,3.1667,113.0333,79.21,89,20,4.61,few clouds
485,Chitrakonda,IN,2021-12-22 15:2235,18.1167,82.0833,60.28,54,0,3.56,clear sky
486,Wuwei,CN,2021-12-22 15:2235,37.9281,102.6414,31.05,31,100,2.86,overcast clouds
487,Fort Nelson,CA,2021-12-22 15:2055,58.8053,-122.7002,-6.21,84,75,0.0,broken clouds
488,Southern Pines,US,2021-12-22 15:2235,35.174,-79.3923,49.33,80,1,6.91,clear sky
489,Swan River,CA,2021-12-22 15:2236,52.1058,-101.2676,-6.25,99,91,2.98,overcast clouds
490,Luanda,AO,2021-12-22 15:2101,-8.8368,13.2343,82.4,78,40,11.5,scattered clouds
491,Noumea,NC,2021-12-22 15:2236,-22.2763,166.4572,80.01,99,36,10.13,scattered clouds
492,Arlit,NE,2021-12-22 15:2236,18.7369,7.3853,80.08,9,82,7.11,broken clouds
493,Berlevag,NO,2021-12-22 15:2237,70.8578,29.0864,26.4,93,90,26.46,light shower snow
494,Rodino,RU,2021-12-22 15:2237,52.5,80.25,17.53,87,6,13.58,clear sky
495,Norman Wells,CA,2021-12-22 15:2237,65.282,-126.8329,-5.76,77,75,4.61,light snow
496,Juba,SS,2021-12-22 15:2237,4.8517,31.5825,91.0,34,100,5.68,overcast clouds
497,Estevan,CA,2021-12-22 15:2045,49.1334,-102.9842,8.22,85,1,3.44,clear sky
498,Saint Anthony,US,2021-12-22 15:2238,45.0205,-93.218,16.3,83,90,1.99,overcast clouds
499,Karasjok,NO,2021-12-22 15:2238,69.4719,25.5112,26.71,81,100,15.73,overcast clouds
500,San Andres,CO,2021-12-22 15:2218,12.5847,-81.7006,84.22,74,20,6.91,few clouds
501,Mikkeli,FI,2021-12-22 15:2239,61.6886,27.2723,4.14,92,46,4.61,light shower snow
502,Pontes E Lacerda,BR,2021-12-22 15:1803,-15.2261,-59.3353,76.77,93,100,5.66,overcast clouds
503,Udachnyy,RU,2021-12-22 15:2239,66.4167,112.4,-29.16,100,77,2.42,broken clouds
504,Atkinson,US,2021-12-22 15:2239,42.8384,-71.147,39.27,92,90,1.01,moderate rain
505,Pau Brasil,BR,2021-12-22 15:2239,-15.4642,-39.6511,76.68,89,99,3.04,overcast clouds
506,Begles,FR,2021-12-22 15:2240,44.8084,-0.5481,59.2,74,0,9.22,clear sky
507,Sarkikaraagac,TR,2021-12-22 15:2240,38.0794,31.3664,14.36,90,9,1.5,clear sky
508,Alice Springs,AU,2021-12-22 15:1919,-23.7,133.8833,85.55,30,82,8.05,broken clouds
509,Vila Velha,BR,2021-12-22 15:2241,-20.3297,-40.2925,89.55,65,20,7.0,few clouds
510,Baruun-Urt,MN,2021-12-22 15:2241,46.6806,113.2792,-3.05,84,98,2.44,overcast clouds
511,Bara,NG,2021-12-22 15:2210,10.3744,10.7288,90.52,17,6,10.63,clear sky
512,Caravelas,BR,2021-12-22 15:2342,-17.7125,-39.2481,80.29,84,63,8.79,broken clouds
513,Bealanana,MG,2021-12-22 15:2342,-14.55,48.7333,69.37,95,99,2.08,moderate rain
514,Lewistown,US,2021-12-22 15:2342,40.5992,-77.5714,41.79,82,90,19.57,overcast clouds
515,Cedar City,US,2021-12-22 15:2301,37.6775,-113.0619,31.17,43,1,5.75,clear sky
516,Praia Da Vitoria,PT,2021-12-22 15:2343,38.7333,-27.0667,61.05,77,40,20.98,scattered clouds
517,Manaure,CO,2021-12-22 15:2343,11.7751,-72.4445,87.91,68,43,5.57,scattered clouds
518,Katherine,AU,2021-12-22 15:2343,-14.4667,132.2667,86.32,62,100,6.91,overcast clouds
519,Rabo De Peixe,PT,2021-12-22 15:2344,37.8,-25.5833,60.31,95,20,31.07,few clouds
520,Boa Vista,BR,2021-12-22 15:2043,2.8197,-60.6733,87.78,55,75,12.66,broken clouds
521,Ust-Uda,RU,2021-12-22 15:2344,54.1742,103.0304,-20.43,98,12,2.3,few clouds
522,Beirut,LB,2021-12-22 15:1915,33.8889,35.4944,59.74,55,75,12.66,broken clouds
523,Nipawin,CA,2021-12-22 15:2344,53.3668,-104.0009,1.44,92,90,2.3,light snow
524,Salina Cruz,MX,2021-12-22 15:2345,16.1667,-95.2,78.76,61,1,18.68,clear sky
525,Canala,NC,2021-12-22 15:2345,-21.5333,165.95,72.09,82,49,5.66,scattered clouds
526,Marzuq,YE,2021-12-22 15:2345,14.4,46.4667,72.81,31,4,3.53,clear sky
527,Tete,MZ,2021-12-22 15:2346,-16.1564,33.5867,80.69,74,75,4.61,broken clouds
528,Hambantota,LK,2021-12-22 15:2346,6.1241,81.1185,80.94,89,0,6.91,clear sky
529,Puerto Quijarro,BO,2021-12-22 15:2346,-17.7833,-57.7667,83.79,81,97,2.98,overcast clouds
530,Soderhamn,SE,2021-12-22 15:2346,61.3037,17.0592,23.4,80,85,9.86,overcast clouds
531,Dzhebariki-Khaya,RU,2021-12-22 15:2347,62.2167,135.8,-53.18,100,76,0.16,broken clouds
532,Paamiut,GL,2021-12-22 15:2347,61.994,-49.6678,33.73,92,100,7.56,overcast clouds
533,Hohenems,AT,2021-12-22 15:2347,47.3671,9.7069,32.95,71,75,2.3,broken clouds
534,Ipueiras,BR,2021-12-22 15:2347,-7.0333,-40.45,92.79,32,91,11.27,overcast clouds
