City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
535,Aykhal,RU,2021-12-22 15:2348,66.0,111.5,-18.54,100,54,3.04,broken clouds
536,Calvinia,ZA,2021-12-22 15:2348,-31.4707,19.776,71.42,53,100,18.41,light rain
537,Medveda,RU,2021-12-22 15:2348,56.5081,92.4078,-17.82,97,70,9.73,broken clouds
538,Marsa Matruh,EG,2021-12-22 15:2349,31.3525,27.2453,60.48,59,1,11.48,clear sky
539,Bubaque,GW,2021-12-22 15:2349,11.2833,-15.8333,83.62,55,69,5.01,broken clouds
540,Riberalta,BO,2021-12-22 15:2349,-10.9833,-66.1,79.0,89,75,4.61,broken clouds
541,Samarai,PG,2021-12-22 15:2349,-10.6167,150.6667,81.84,78,6,1.95,clear sky
542,Apollonia,GR,2021-12-22 15:2350,36.9716,24.7231,51.39,56,82,11.14,broken clouds
543,Farsund,NO,2021-12-22 15:2350,58.0948,6.8047,35.06,19,100,12.26,light rain
544,San Quintin,MX,2021-12-22 15:2350,30.4833,-115.95,58.3,78,100,6.35,overcast clouds
545,Praya,CV,2021-12-22 15:2351,14.9215,-23.5087,81.14,61,20,18.41,few clouds
546,Urumqi,CN,2021-12-22 15:2351,43.801,87.6005,14.95,93,75,2.24,mist
547,College,US,2021-12-22 15:2351,64.8569,-147.8028,8.55,76,40,0.0,scattered clouds
548,Iquitos,PE,2021-12-22 15:2351,-3.7481,-73.2472,86.04,74,75,5.75,broken clouds
549,Mvuma,ZW,2021-12-22 15:2352,-19.2792,30.5283,65.17,92,100,8.52,moderate rain
550,Gravdal,NO,2021-12-22 15:2352,68.1214,13.5031,35.28,80,75,3.44,broken clouds
551,Ostrogozhsk,RU,2021-12-22 15:2352,50.8664,39.0756,9.3,86,99,9.8,overcast clouds
552,Vanimo,PG,2021-12-22 15:2353,-2.6741,141.3028,78.6,91,100,14.32,overcast clouds
553,Polunochnoye,RU,2021-12-22 15:2353,60.8697,60.4153,-14.75,99,100,2.59,overcast clouds
554,Kostino,RU,2021-12-22 15:2353,58.9097,53.2691,-7.55,99,57,4.34,broken clouds
555,Kochki,RU,2021-12-22 15:2353,54.3358,80.4806,23.09,93,95,15.21,overcast clouds
556,Acajutla,SV,2021-12-22 15:1952,13.5928,-89.8275,84.54,54,79,2.28,broken clouds
557,Port Angeles,US,2021-12-22 15:2354,48.1181,-123.4307,47.05,93,75,0.0,light rain
558,Erzin,TR,2021-12-22 15:2354,36.9559,36.2,47.12,56,11,4.41,few clouds
559,Kinablangan,PH,2021-12-22 15:2354,7.6947,126.5503,76.55,85,99,4.63,heavy intensity rain
560,Karratha,AU,2021-12-22 15:2455,-20.7377,116.8463,96.49,21,3,14.94,clear sky
561,Ambon,ID,2021-12-22 15:2455,-3.6954,128.1814,80.74,83,75,23.02,broken clouds
562,Richards Bay,ZA,2021-12-22 15:2455,-28.783,32.0377,80.96,72,38,15.93,scattered clouds
563,Iracoubo,GF,2021-12-22 15:2455,5.4802,-53.2011,76.42,96,100,14.25,moderate rain
564,Buala,SB,2021-12-22 15:2456,-8.145,159.5921,80.62,81,100,2.73,moderate rain
565,Vieste,IT,2021-12-22 15:2008,41.8825,16.175,46.9,69,13,7.85,few clouds
566,Tutoia,BR,2021-12-22 15:2456,-2.7619,-42.2744,89.58,58,89,15.05,overcast clouds
567,Bavleny,RU,2021-12-22 15:2456,56.4,39.56,-10.88,98,85,6.69,overcast clouds
568,Nava,MX,2021-12-22 15:2457,28.4167,-100.7667,47.5,34,55,2.66,broken clouds
569,Bonthe,SL,2021-12-22 15:2457,7.5264,-12.505,88.56,32,98,8.93,overcast clouds
570,Aswan,EG,2021-12-22 15:2457,24.0934,32.907,64.45,33,21,12.1,few clouds
571,Necochea,AR,2021-12-22 15:2458,-38.5473,-58.7368,69.04,64,2,13.15,clear sky
572,Manokwari,ID,2021-12-22 15:2458,-0.8667,134.0833,78.76,84,100,11.92,moderate rain
573,Trollhattan,SE,2021-12-22 15:2458,58.2333,12.4167,30.54,93,90,6.91,overcast clouds
574,Veraval,IN,2021-12-22 15:2458,20.9,70.3667,71.73,56,17,7.18,few clouds
575,Amga,RU,2021-12-22 15:2459,60.8953,131.9608,-53.39,100,78,1.41,broken clouds
576,Miles City,US,2021-12-22 15:2459,46.4083,-105.8406,18.57,86,1,8.05,clear sky
577,Orange,US,2021-12-22 15:2459,33.7,-117.7675,60.48,53,75,0.0,broken clouds
578,Warri,NG,2021-12-22 15:2459,5.5167,5.75,99.61,16,60,5.61,broken clouds
579,Hienghene,NC,2021-12-22 15:2120,-20.6833,164.9333,76.12,87,41,7.52,scattered clouds
580,Maceio,BR,2021-12-22 15:2059,-9.6658,-35.7353,90.84,55,75,16.11,broken clouds
581,Ouargaye,BF,2021-12-22 15:2500,11.5033,0.0572,91.36,13,36,14.38,scattered clouds
582,Orlik,RU,2021-12-22 15:2500,52.5178,99.825,-10.8,98,97,2.06,overcast clouds
583,Siniscola,IT,2021-12-22 15:2500,40.5719,9.6922,60.35,67,26,2.57,scattered clouds
584,Phitsanulok,TH,2021-12-22 15:2501,16.9167,100.5,68.7,64,5,3.51,clear sky
585,Ivanovka,KG,2021-12-22 15:2012,42.8878,75.085,43.23,44,59,3.4,broken clouds
586,Mikhaylovsk,RU,2021-12-22 15:2501,45.1283,42.0256,15.71,82,40,15.66,scattered clouds
587,Cabedelo,BR,2021-12-22 15:2501,-6.9811,-34.8339,88.47,68,32,12.77,light rain
588,Athabasca,CA,2021-12-22 15:2055,54.7169,-113.2854,19.22,96,100,8.32,overcast clouds
589,Saint-Denis,FR,2021-12-22 15:2502,48.9167,2.3333,32.61,86,90,10.36,overcast clouds
590,Port Hedland,AU,2021-12-22 15:2502,-20.3167,118.5667,84.25,79,42,8.05,scattered clouds
591,Deep River,CA,2021-12-22 15:2015,46.1001,-77.4995,30.43,79,58,9.66,broken clouds
592,San Policarpo,PH,2021-12-22 15:2502,12.1791,125.5072,80.01,78,84,9.69,broken clouds
593,Trat,TH,2021-12-22 15:2503,12.5,102.5,82.98,70,31,2.62,scattered clouds
594,Isangel,VU,2021-12-22 15:2503,-19.55,169.2667,79.11,83,7,3.83,clear sky
595,Kologriv,RU,2021-12-22 15:2503,58.8275,44.3178,-1.05,96,100,5.1,overcast clouds
596,Chegdomyn,RU,2021-12-22 15:2503,51.1167,133.0167,-21.42,100,100,1.01,overcast clouds
597,Homer,US,2021-12-22 15:2504,59.6425,-151.5483,28.27,93,90,3.44,overcast clouds
598,Nepa Nagar,IN,2021-12-22 15:2504,21.4667,76.4,68.18,27,0,2.77,clear sky
599,Sungaipenuh,ID,2021-12-22 15:2505,-2.0833,101.3833,64.9,97,71,0.6,broken clouds
600,Severnyy,RU,2021-12-22 15:2505,50.677,36.5532,3.24,85,0,8.95,clear sky
601,Ankazoabo,MG,2021-12-22 15:2505,-22.2833,44.5167,86.47,41,72,11.39,broken clouds
602,Corinto,GR,2021-12-22 15:2506,37.9407,22.9573,51.89,69,96,3.09,overcast clouds
603,Katakwi,UG,2021-12-22 15:2506,1.8911,33.9661,84.09,38,98,16.84,overcast clouds
604,Weihe,CN,2021-12-22 15:2506,32.9952,105.3247,36.46,90,34,0.58,scattered clouds
605,Salinas,US,2021-12-22 15:2507,36.6777,-121.6555,55.9,84,90,13.8,overcast clouds
606,Arvika,SE,2021-12-22 15:2507,59.6553,12.5852,27.3,90,95,2.08,overcast clouds
607,Harper,LR,2021-12-22 15:2607,4.375,-7.7169,87.53,51,78,7.56,broken clouds
608,Namtsy,RU,2021-12-22 15:2608,62.7161,129.6658,-52.49,100,87,3.65,overcast clouds
609,Alta,NO,2021-12-22 15:2608,69.9689,23.2717,27.64,92,90,5.75,snow
610,Matay,EG,2021-12-22 15:2609,28.419,30.7792,60.98,47,1,6.64,clear sky
611,Bogorodskoye,RU,2021-12-22 15:2609,56.55,37.8833,-6.92,97,100,7.14,overcast clouds
612,Zapolyarnyy,RU,2021-12-22 15:2609,69.4154,30.8136,15.08,91,100,16.55,light snow
613,Yumen,CN,2021-12-22 15:2609,40.2833,97.2,28.17,30,31,2.57,scattered clouds
614,Matadi,CD,2021-12-22 15:2610,-5.8167,13.45,90.93,58,52,3.38,broken clouds
615,Klyuchi,RU,2021-12-22 15:2610,52.2667,79.1667,20.93,83,7,16.24,clear sky
616,Ilmajoki,FI,2021-12-22 15:2611,62.7333,22.5667,13.59,90,75,5.75,light snow
617,Saint George,US,2021-12-22 15:2611,37.1041,-113.5841,34.27,93,1,0.0,clear sky
618,Cherepanovo,RU,2021-12-22 15:2611,54.2222,83.381,11.88,91,14,7.67,few clouds
619,Turayf,SA,2021-12-22 15:2612,31.6725,38.6637,52.05,76,40,4.61,scattered clouds
620,Kamen-Rybolov,RU,2021-12-22 15:2612,44.7481,132.0403,-4.95,97,16,1.81,few clouds
621,Nyrob,RU,2021-12-22 15:2612,60.733,56.7202,3.02,99,99,2.62,overcast clouds
622,Usti Nad Orlici,CZ,2021-12-22 15:2613,49.9739,16.3936,29.19,78,61,2.33,broken clouds
623,Suntar,RU,2021-12-22 15:2613,62.1444,117.6319,-27.13,97,100,2.39,overcast clouds
624,Zaozerne,UA,2021-12-22 15:2613,45.1582,33.2787,32.34,65,100,20.45,light snow
625,Quelimane,MZ,2021-12-22 15:2614,-17.8786,36.8883,84.15,61,40,13.8,scattered clouds
626,Descalvado,BR,2021-12-22 15:2614,-21.9039,-47.6194,88.68,37,6,9.4,clear sky
627,Bezhanitsy,RU,2021-12-22 15:2614,56.9767,29.8907,12.54,95,98,6.51,overcast clouds
628,Majene,ID,2021-12-22 15:2614,-3.5403,118.9707,80.22,84,100,9.19,overcast clouds
629,Broome,US,2021-12-22 15:2615,42.2506,-75.833,36.46,69,90,1.99,overcast clouds
630,Satipo,PE,2021-12-22 15:2615,-11.2522,-74.6386,81.09,75,100,1.61,overcast clouds
631,Zaraza,VE,2021-12-22 15:2615,9.3503,-65.3245,90.27,48,65,7.63,broken clouds
632,Chicama,PE,2021-12-22 15:2615,-7.8447,-79.1469,63.14,65,17,8.46,few clouds
633,Guia Lopes Da Laguna,BR,2021-12-22 15:2616,-21.4578,-56.1142,86.83,42,100,3.44,overcast clouds
634,Sao Joao Da Barra,BR,2021-12-22 15:2616,-21.6403,-41.0511,87.89,73,3,7.67,clear sky
635,Gurupi,BR,2021-12-22 15:2616,-11.7292,-49.0686,82.74,77,82,6.98,broken clouds
636,Braganca,BR,2021-12-22 15:2617,-1.0536,-46.7656,88.84,55,94,7.36,overcast clouds
637,Paysandu,UY,2021-12-22 15:2617,-32.3214,-58.0756,89.6,24,0,10.92,clear sky
638,Gasa,PS,2021-12-22 15:2617,31.5,34.4667,59.88,83,71,9.04,broken clouds
639,Manzanillo,CU,2021-12-22 15:2617,20.3433,-77.1167,79.63,70,100,4.9,overcast clouds
640,Eureka,US,2021-12-22 15:2618,40.8021,-124.1637,53.2,94,100,1.01,overcast clouds
641,Kastamonu,TR,2021-12-22 15:2618,41.5,33.6667,20.73,96,100,2.68,overcast clouds
642,Saint-Pierre,RE,2021-12-22 15:2619,-21.3393,55.4781,78.44,88,0,2.3,clear sky
643,Dubbo,AU,2021-12-22 15:2213,-32.25,148.6167,69.93,83,100,11.5,light rain
644,Fushun,CN,2021-12-22 15:2619,41.8558,123.9233,13.71,45,6,4.59,clear sky
645,Port Lincoln,AU,2021-12-22 15:2619,-34.7333,135.8667,59.65,83,0,14.88,clear sky
646,Bosaso,SO,2021-12-22 15:2619,11.2842,49.1816,77.02,67,77,7.61,broken clouds
647,Tsivilsk,RU,2021-12-22 15:2620,55.8611,47.4664,-6.59,98,96,5.35,overcast clouds
648,Utinga,BR,2021-12-22 15:2620,-5.8172,-35.3954,88.65,62,40,17.27,scattered clouds
649,Vanavara,RU,2021-12-22 15:2620,60.34,102.2797,-34.35,100,21,1.16,few clouds
650,Plymouth,US,2021-12-22 15:2621,41.8334,-70.8328,53.65,94,90,4.61,mist
651,Setermoen,NO,2021-12-22 15:2213,68.861,18.3486,6.76,87,100,5.21,overcast clouds
652,Barabai,ID,2021-12-22 15:2721,-2.5833,115.3833,76.8,95,100,2.19,moderate rain
653,Tilichiki,RU,2021-12-22 15:2721,60.4667,166.1,-1.37,95,100,15.39,snow
654,Anito,PH,2021-12-22 15:2721,12.4497,125.2886,78.75,82,94,6.8,overcast clouds
655,Haftoni,AZ,2021-12-22 15:2722,38.7632,48.7622,49.71,57,40,4.61,scattered clouds
656,Abilene,US,2021-12-22 15:2722,32.4487,-99.7331,50.49,41,1,6.91,clear sky
657,Rawson,AR,2021-12-22 15:2722,-43.3002,-65.1023,79.75,28,37,10.71,scattered clouds
658,Belvedere Marittimo,IT,2021-12-22 15:2722,39.6179,15.8617,54.14,71,43,2.35,scattered clouds
659,Christchurch,NZ,2021-12-22 15:2723,-43.5333,172.6333,59.95,79,0,5.01,clear sky
660,Verkh-Suetka,RU,2021-12-22 15:2723,53.3,80.05,21.99,94,75,13.11,broken clouds
661,Pangoa,PE,2021-12-22 15:2723,-12.1167,-73.0,77.65,79,100,1.34,light rain
662,Pryshyb,UA,2021-12-22 15:2724,47.2603,35.3228,14.25,60,94,7.14,overcast clouds
663,Victor Harbor,AU,2021-12-22 15:2724,-35.5667,138.6167,61.0,79,21,1.99,few clouds
664,Tessaoua,NE,2021-12-22 15:2724,13.7574,7.9874,85.03,13,81,13.51,broken clouds
665,Fallon,US,2021-12-22 15:2724,39.4735,-118.7774,26.47,86,75,0.0,broken clouds
666,Muromtsevo,RU,2021-12-22 15:2725,56.3724,75.2418,26.38,90,100,17.34,overcast clouds
667,Neustadt,DE,2021-12-22 15:2725,49.7117,12.0872,31.39,70,1,0.0,clear sky
668,Nizhnevartovsk,RU,2021-12-22 15:2725,60.9344,76.5531,21.22,93,90,15.66,overcast clouds
669,Asyut,EG,2021-12-22 15:2726,27.181,31.1837,60.22,44,4,8.5,clear sky
670,Adzope,CI,2021-12-22 15:2726,6.1069,-3.8619,99.01,17,73,3.65,broken clouds
671,Shouguang,CN,2021-12-22 15:2726,36.88,118.7375,37.15,91,0,3.51,clear sky
672,Price,US,2021-12-22 15:2727,39.5994,-110.8107,21.42,85,1,0.0,clear sky
673,Damoh,IN,2021-12-22 15:2727,23.8333,79.45,61.2,30,0,2.75,clear sky
674,Morondava,MG,2021-12-22 15:2727,-20.2833,44.2833,82.36,67,2,11.25,clear sky
675,Carutapera,BR,2021-12-22 15:2727,-1.195,-46.02,88.43,59,100,12.17,overcast clouds
676,Anloga,GH,2021-12-22 15:2728,5.7947,0.8973,95.22,50,85,12.88,overcast clouds
677,Raudeberg,NO,2021-12-22 15:2728,61.9875,5.1352,35.2,96,100,6.11,light rain
678,Bendigo,AU,2021-12-22 15:2729,-36.7667,144.2833,54.86,48,0,7.09,clear sky
679,Hashtrud,IR,2021-12-22 15:2729,37.4779,47.0508,28.58,92,85,10.6,overcast clouds
680,Kaniama,CD,2021-12-22 15:2729,-7.5667,24.1833,76.53,88,100,0.94,moderate rain
681,Leshukonskoye,RU,2021-12-22 15:2730,64.8989,45.7622,-6.7,92,100,3.76,overcast clouds
682,Dannenberg,DE,2021-12-22 15:2730,53.0967,11.09,29.35,67,100,4.81,overcast clouds
683,Aubenas,FR,2021-12-22 15:2730,44.6201,4.3899,46.45,82,2,1.97,clear sky
684,Manacapuru,BR,2021-12-22 15:2731,-3.2997,-60.6206,84.78,61,100,4.56,overcast clouds
685,Xochihuehuetlan,MX,2021-12-22 15:2731,17.9167,-98.4333,68.29,60,4,2.51,clear sky
686,Lulindi,TZ,2021-12-22 15:2731,-10.8167,39.1333,90.81,35,70,11.92,broken clouds
687,Egvekinot,RU,2021-12-22 15:2732,66.3167,-179.1667,-6.02,86,100,11.27,overcast clouds
688,Svetlyy,RU,2021-12-22 15:2732,54.675,20.1347,23.97,87,97,6.91,overcast clouds
689,Vila Franca Do Campo,PT,2021-12-22 15:2732,37.7167,-25.4333,61.21,69,94,19.51,overcast clouds
690,Kant,IN,2021-12-22 15:2733,27.8,79.8,59.63,34,1,0.72,clear sky
691,Harnosand,SE,2021-12-22 15:2733,62.6323,17.9379,16.0,88,90,8.97,overcast clouds
692,Laguna,US,2021-12-22 15:2733,38.421,-121.4238,48.65,96,90,1.01,light rain
693,Taltal,CL,2021-12-22 15:2733,-25.4,-70.4833,67.44,73,89,4.97,overcast clouds
694,Ulladulla,AU,2021-12-22 15:2734,-35.35,150.4667,65.88,91,100,3.89,overcast clouds
695,Loreto,MX,2021-12-22 15:2834,22.2667,-101.9667,55.4,12,0,1.21,clear sky
696,Taoudenni,ML,2021-12-22 15:2834,22.6783,-3.9836,82.18,17,56,12.44,broken clouds
697,Hervey Bay,AU,2021-12-22 15:2834,-25.2986,152.8535,72.01,80,8,1.01,clear sky
698,Puerto Maldonado,PE,2021-12-22 15:2835,-12.6,-69.1833,75.6,94,90,2.3,overcast clouds
699,Watsa,CD,2021-12-22 15:2835,3.0372,29.5355,78.62,50,100,2.1,overcast clouds
700,Bataipora,BR,2021-12-22 15:2835,-22.2953,-53.2711,100.27,22,26,5.75,scattered clouds
701,Kitgum,UG,2021-12-22 15:2836,3.2783,32.8867,87.49,31,99,12.53,overcast clouds
702,La Ronge,CA,2021-12-22 15:2836,55.1001,-105.2842,-3.75,84,90,0.0,light snow
703,Tahoua,NE,2021-12-22 15:2836,14.8888,5.2692,85.14,13,54,11.48,broken clouds
704,Kamenka,RU,2021-12-22 15:2836,51.3223,42.7678,0.75,94,97,7.18,overcast clouds
705,Salinopolis,BR,2021-12-22 15:2837,-0.6136,-47.3561,85.73,68,91,14.83,overcast clouds
706,Tagusao,PH,2021-12-22 15:2837,9.1924,117.8141,78.78,85,76,5.61,broken clouds
707,Artvin,TR,2021-12-22 15:2837,41.1667,41.8333,29.48,97,100,1.77,snow
