City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
121,Zarubino,RU,2021-12-17 18:2409,42.63,131.0922,9.45,60,12,21.79
122,Tiarei,PF,2021-12-17 18:2410,-17.5333,-149.3333,84.22,69,73,15.77
123,Yerofey Pavlovich,RU,2021-12-17 18:2410,53.9667,121.9667,-14.8,96,96,2.48
124,Praia Da Vitoria,PT,2021-12-17 18:2410,38.7333,-27.0667,62.85,77,20,9.93
125,Marzuq,YE,2021-12-17 18:2410,14.4,46.4667,63.54,74,29,6.08
126,Los Llanos De Aridane,ES,2021-12-17 18:2411,28.6585,-17.9182,62.35,85,20,3.0
127,Narsaq,GL,2021-12-17 18:2411,60.9167,-46.05,17.82,70,3,6.96
128,Kieta,PG,2021-12-17 18:2411,-6.2167,155.6333,80.17,84,100,4.05
129,Fortuna,US,2021-12-17 18:2411,40.5982,-124.1573,46.92,79,40,5.01
130,Mwinilunga,ZM,2021-12-17 18:2412,-11.7358,24.4293,62.62,96,75,1.14
131,Winslow,US,2021-12-17 18:2412,35.0242,-110.6974,39.38,59,1,1.99
132,Batemans Bay,AU,2021-12-17 18:2412,-35.7167,150.1833,65.1,89,93,4.61
133,Cherskiy,RU,2021-12-17 18:2412,68.75,161.3,-19.77,98,100,5.46
134,Pedernales,DO,2021-12-17 18:2413,18.0384,-71.744,85.06,54,0,3.11
135,San Ramon,US,2021-12-17 18:2041,37.7799,-121.978,51.57,80,1,1.01
136,Sorland,NO,2021-12-17 18:2413,67.667,12.6934,44.46,84,100,26.6
137,Galle,LK,2021-12-17 18:2413,6.0367,80.217,78.73,84,98,4.05
138,Rocha,UY,2021-12-17 18:2326,-34.4833,-54.3333,75.38,49,15,13.69
139,Dongsheng,CN,2021-12-17 18:2159,39.8161,109.9776,15.71,56,7,22.21
140,Aneho,TG,2021-12-17 18:2514,6.2333,1.6,84.4,72,46,11.97
141,Carnarvon,AU,2021-12-17 18:2514,-24.8667,113.6333,69.87,73,0,19.57
142,Luau,AO,2021-12-17 18:2514,-10.7073,22.2247,65.52,96,100,3.22
143,Manokwari,ID,2021-12-17 18:2515,-0.8667,134.0833,78.24,82,93,3.74
144,Guarapari,BR,2021-12-17 18:2515,-20.6667,-40.4975,85.89,84,64,8.05
145,Laguna,US,2021-12-17 18:2515,38.421,-121.4238,51.01,94,75,1.99
146,Bredasdorp,ZA,2021-12-17 18:2516,-34.5322,20.0403,62.28,71,0,23.96
147,Port Alfred,ZA,2021-12-17 18:2516,-33.5906,26.891,63.21,59,94,19.22
148,Dukat,RU,2021-12-17 18:2516,62.55,155.55,-31.61,98,97,2.68
149,Ouesso,CG,2021-12-17 18:2516,1.6136,16.0517,82.65,49,93,2.66
150,Burnie,AU,2021-12-17 18:2517,-41.0667,145.9167,59.94,84,100,10.51
151,Arman,RU,2021-12-17 18:2517,59.7,150.1667,3.99,93,100,14.23
152,Kavieng,PG,2021-12-17 18:2517,-2.5744,150.7967,81.36,78,88,0.74
153,Shangrao,CN,2021-12-17 18:2517,28.4532,117.9686,43.77,67,95,8.48
154,Taoudenni,ML,2021-12-17 18:2518,22.6783,-3.9836,83.82,17,74,7.72
155,Ketchikan,US,2021-12-17 18:2518,55.3422,-131.6461,27.07,80,90,3.44
156,Hasaki,JP,2021-12-17 18:2518,35.7333,140.8333,37.8,48,58,23.22
157,Batasan,PH,2021-12-17 18:2518,12.7667,120.7833,80.56,76,100,10.45
158,Cairns,AU,2021-12-17 18:2329,-16.9167,145.7667,78.75,78,90,6.91
159,Saint-Pierre,RE,2021-12-17 18:2519,-21.3393,55.4781,74.88,77,0,5.75
160,Arraial Do Cabo,BR,2021-12-17 18:2519,-22.9661,-42.0278,78.66,89,75,8.05
161,Diplo,PK,2021-12-17 18:2519,24.4667,69.584,59.59,14,0,10.09
162,Brooks,CA,2021-12-17 18:2052,50.5834,-111.8851,-3.37,73,15,1.14
163,Ostrovnoy,RU,2021-12-17 18:2520,68.0531,39.5131,18.73,90,100,6.13
164,Visby,SE,2021-12-17 18:2338,57.6409,18.296,39.42,87,0,11.5
165,Kihei,US,2021-12-17 18:2520,20.785,-156.4656,76.84,87,20,3.44
166,Buta,CD,2021-12-17 18:2520,2.7858,24.73,79.72,40,58,2.91
167,Sao Filipe,CV,2021-12-17 18:2521,14.8961,-24.4956,75.42,73,78,5.01
168,Kodigenahalli,IN,2021-12-17 18:2521,13.72,77.3903,67.19,77,4,5.3
169,Hay River,CA,2021-12-17 18:2521,60.8156,-115.7999,-23.82,76,20,5.75
170,Ilo,PE,2021-12-17 18:2521,-17.6394,-71.3375,72.46,68,0,12.66
171,Carndonagh,IE,2021-12-17 18:2522,55.25,-7.2667,38.82,94,3,5.23
172,Ous,RU,2021-12-17 18:2119,60.9058,61.5186,7.86,96,92,3.62
173,Guerrero Negro,MX,2021-12-17 18:2522,27.9769,-114.0611,63.95,49,3,4.21
174,Okakarara,NA,2021-12-17 18:2522,-20.5833,17.4333,78.22,34,74,10.78
175,Vila Velha,BR,2021-12-17 18:2210,-20.3297,-40.2925,85.95,66,20,17.27
176,Rawah,IQ,2021-12-17 18:2522,34.4816,41.9093,55.83,54,0,6.89
177,Rubiataba,BR,2021-12-17 18:2523,-15.1644,-49.8033,78.85,71,100,3.96
178,Matara,LK,2021-12-17 18:2523,5.9485,80.5353,77.36,87,100,1.79
179,Henties Bay,NA,2021-12-17 18:2523,-22.116,14.2845,63.86,85,2,5.73
180,Half Moon Bay,US,2021-12-17 18:2524,37.4636,-122.4286,53.06,76,1,1.01
181,Banda Aceh,ID,2021-12-17 18:2502,5.5577,95.3222,79.38,83,100,4.94
182,Zhangye,CN,2021-12-17 18:2524,38.9342,100.4517,16.99,58,2,6.06
183,Dicabisagan,PH,2021-12-17 18:2524,17.0818,122.4157,77.23,93,100,18.05
184,Lagoa,PT,2021-12-17 18:2525,39.05,-27.9833,58.98,56,46,21.36
185,Cesis,LV,2021-12-17 18:2525,57.3119,25.2746,31.73,97,65,5.21
186,Zhigansk,RU,2021-12-17 18:2525,66.7697,123.3711,-34.11,99,100,3.18
187,Najran,SA,2021-12-17 18:2526,17.4924,44.1277,65.05,26,0,2.73
188,Ulladulla,AU,2021-12-17 18:2626,-35.35,150.4667,63.88,88,83,6.38
189,Narok,KE,2021-12-17 18:2626,-1.0783,35.8601,62.8,82,100,3.53
190,Edson,CA,2021-12-17 18:2518,53.5835,-116.4356,-21.86,76,1,4.61
191,Peniche,PT,2021-12-17 18:2626,39.3558,-9.3811,59.61,71,1,8.88
192,Grimshaw,CA,2021-12-17 18:2627,56.1834,-117.6027,-7.98,76,40,8.05
193,Haines Junction,CA,2021-12-17 18:2627,60.7522,-137.5108,-4.05,77,100,0.0
194,Ahuimanu,US,2021-12-17 18:2627,21.4447,-157.8378,76.46,78,40,3.44
195,Cabo San Lucas,MX,2021-12-17 18:2232,22.8909,-109.9124,77.18,73,40,3.44
196,Mahebourg,MU,2021-12-17 18:2627,-20.4081,57.7,78.26,83,75,3.44
197,Horsham,GB,2021-12-17 18:2628,51.064,-0.3272,48.63,90,75,10.36
198,Muzhi,RU,2021-12-17 18:2628,65.3667,64.6667,-18.62,99,99,7.92
199,Autazes,BR,2021-12-17 18:2628,-3.5797,-59.1306,84.76,77,100,3.49
200,Vestmanna,FO,2021-12-17 18:2629,62.1564,-7.1664,45.52,93,90,18.41
201,Dongning,CN,2021-12-17 18:2629,44.0622,131.1207,0.5,68,48,13.65
202,Kashi,CN,2021-12-17 18:2629,39.4547,75.9797,22.21,68,0,8.95
203,Longyearbyen,SJ,2021-12-17 18:2228,78.2186,15.6401,31.84,69,40,18.41
204,Tuktoyaktuk,CA,2021-12-17 18:2629,69.4541,-133.0374,-16.6,76,75,14.97
205,Talnakh,RU,2021-12-17 18:2630,69.4865,88.3972,-35.77,97,55,2.98
206,Saint-Michel-Des-Saints,CA,2021-12-17 18:2630,46.6834,-73.9159,32.94,72,100,15.01
207,Rawson,AR,2021-12-17 18:2630,-43.3002,-65.1023,86.29,26,0,23.02
208,Koindu,GN,2021-12-17 18:2631,8.4386,-10.3253,82.9,48,36,2.1
209,Singaraja,ID,2021-12-17 18:2631,-8.112,115.0882,81.97,84,93,1.05
210,Mount Gambier,AU,2021-12-17 18:2631,-37.8333,140.7667,73.31,43,90,16.11
211,Chicama,PE,2021-12-17 18:2631,-7.8447,-79.1469,66.74,61,59,11.56
212,Iracoubo,GF,2021-12-17 18:2632,5.4802,-53.2011,82.78,73,17,8.95
213,Porbandar,IN,2021-12-17 18:2241,21.6422,69.6093,67.55,32,1,14.34
214,Ahipara,NZ,2021-12-17 18:2632,-35.1667,173.1667,61.36,78,33,9.31
215,Pafos,CY,2021-12-17 18:2157,34.7667,32.4167,58.78,63,40,19.57
216,Te Anau,NZ,2021-12-17 18:2632,-45.4167,167.7167,48.25,76,65,3.51
217,Coquimbo,CL,2021-12-17 18:2434,-29.9533,-71.3436,66.52,69,0,13.13
218,Smithers,CA,2021-12-17 18:2633,54.7804,-127.1743,3.52,85,90,0.0
219,Tucuman,AR,2021-12-17 18:2633,-26.8241,-65.2226,89.6,45,40,3.44
220,North Bend,US,2021-12-17 18:2633,43.4065,-124.2243,44.85,95,1,8.05
221,Saint-Philippe,RE,2021-12-17 18:2634,-21.3585,55.7679,74.79,77,33,3.74
222,Moree,AU,2021-12-17 18:2634,-29.4667,149.85,69.82,73,36,13.8
223,Pangnirtung,CA,2021-12-17 18:2635,66.1451,-65.7125,17.6,86,90,20.71
224,Samarai,PG,2021-12-17 18:2635,-10.6167,150.6667,80.82,82,69,7.29
225,Tiksi,RU,2021-12-17 18:2636,71.6872,128.8694,-22.9,100,100,3.18
226,Faanui,PF,2021-12-17 18:2636,-16.4833,-151.75,79.14,78,26,13.38
227,Gulfport,US,2021-12-17 18:2556,30.3674,-89.0928,75.25,94,90,17.27
228,Rafai,CF,2021-12-17 18:2637,4.95,23.9167,79.45,31,61,1.14
229,Chake Chake,TZ,2021-12-17 18:2637,-5.2459,39.7666,78.46,83,79,6.35
230,Jieshi,CN,2021-12-17 18:2638,22.8134,115.8257,58.89,65,76,13.53
231,Prainha,BR,2021-12-17 18:2638,-1.8,-53.48,87.58,58,100,4.68
232,Cerrito,CO,2021-12-17 18:2638,6.8432,-72.694,63.79,72,60,2.01
233,Antofagasta,CL,2021-12-17 18:2639,-23.65,-70.4,69.33,68,86,10.89
234,San Andres,CO,2021-12-17 18:2639,12.5847,-81.7006,84.22,74,75,13.8
235,Nelson Bay,AU,2021-12-17 18:2739,-32.7167,152.15,68.0,87,4,1.01
236,Bambous Virieux,MU,2021-12-17 18:2740,-20.3428,57.7575,78.22,83,75,3.44
237,Pleasant Point,NZ,2021-12-17 18:2740,-44.2667,171.1333,52.29,97,63,4.03
238,Susanville,US,2021-12-17 18:2725,40.4163,-120.653,25.09,87,1,0.0
239,Port Blair,IN,2021-12-17 18:2740,11.6667,92.75,77.0,76,18,8.95
240,Sola,VU,2021-12-17 18:2740,-13.8833,167.55,79.47,78,75,0.0
241,Pevek,RU,2021-12-17 18:2741,69.7008,170.3133,-7.94,96,100,2.89
242,Atar,MR,2021-12-17 18:2741,20.5169,-13.0499,82.47,29,8,8.19
243,San Jose,US,2021-12-17 18:2249,37.3394,-121.895,53.02,76,20,1.01
244,Rio Gallegos,AR,2021-12-17 18:2741,-51.6226,-69.2181,55.45,88,75,8.05
245,Jabinyanah,TN,2021-12-17 18:2741,35.035,10.9081,57.0,65,69,7.52
246,Ormara,PK,2021-12-17 18:2742,25.2088,64.6357,69.91,33,3,1.5
247,Quatre Cocos,MU,2021-12-17 18:2742,-20.2078,57.7625,78.1,73,71,6.64
248,Rovnoye,RU,2021-12-17 18:2742,50.7765,46.0509,32.81,100,100,4.45
249,Souillac,MU,2021-12-17 18:2743,-20.5167,57.5167,78.37,83,75,3.44
250,Westport,US,2021-12-17 18:2743,41.1415,-73.3579,60.58,22,1,3.0
251,Tanout,NE,2021-12-17 18:2743,14.9709,8.8879,69.78,16,52,14.07
252,Parrita,CR,2021-12-17 18:2744,9.5201,-84.3225,94.77,76,32,5.97
253,Chiredzi,ZW,2021-12-17 18:2744,-21.05,31.6667,66.0,91,100,12.5
254,Kamenka,RU,2021-12-17 18:2744,51.3223,42.7678,29.75,99,100,5.32
255,Muros,ES,2021-12-17 18:2744,42.7762,-9.0603,53.83,84,0,3.44
256,Matola,MZ,2021-12-17 18:2745,-25.9622,32.4589,67.95,77,75,19.57
257,Tuatapere,NZ,2021-12-17 18:2745,-46.1333,167.6833,51.82,79,95,10.98
258,Portland,US,2021-12-17 18:2558,45.5234,-122.6762,44.62,95,75,3.0
259,Kavaratti,IN,2021-12-17 18:2745,10.5669,72.642,82.51,72,9,8.41
260,Touros,BR,2021-12-17 18:2746,-5.1989,-35.4608,86.9,66,30,16.69
261,Faya,SA,2021-12-17 18:2746,18.3851,42.4509,57.31,64,14,0.96
262,Seoul,KR,2021-12-17 18:2713,37.5683,126.9778,17.04,48,0,6.91
263,Soe,ID,2021-12-17 18:2746,-9.8607,124.284,68.18,90,100,2.55
264,Kodinsk,RU,2021-12-17 18:2746,58.6881,99.1844,3.81,98,100,2.24
265,Abbeville,FR,2021-12-17 18:2747,50.1,1.8333,46.49,94,12,10.96
266,Luderitz,NA,2021-12-17 18:2747,-26.6481,15.1594,64.15,82,12,14.52
267,Tashla,RU,2021-12-17 18:2747,51.7716,52.7427,31.78,99,100,4.56
268,Esperance,AU,2021-12-17 18:2748,-33.8667,121.9,51.64,69,14,5.57
269,Auki,SB,2021-12-17 18:2748,-8.7676,160.7034,77.58,89,100,3.42
270,Durban,ZA,2021-12-17 18:2748,-29.8579,31.0292,61.92,95,100,5.01
271,Maragogi,BR,2021-12-17 18:2748,-9.0122,-35.2225,82.85,69,72,13.29
272,Borogontsy,RU,2021-12-17 18:2749,62.6683,131.1683,-28.39,96,100,3.65
273,Vardo,NO,2021-12-17 18:2749,70.3705,31.1107,33.78,93,75,17.27
274,Okhotsk,RU,2021-12-17 18:2749,59.3833,143.3,-10.37,79,61,14.47
275,Pa Daet,TH,2021-12-17 18:2749,19.5049,99.9924,61.16,73,61,1.3
276,Beyneu,KZ,2021-12-17 18:2750,45.3167,55.2,38.59,51,98,9.64
277,Sardarshahr,IN,2021-12-17 18:2750,28.4333,74.4833,53.8,24,0,5.86
278,Catuday,PH,2021-12-17 18:2750,16.2923,119.8062,80.17,74,89,6.17
279,Gomel,BY,2021-12-17 18:2750,52.4345,30.9754,33.78,93,90,11.18
280,Itaituba,BR,2021-12-17 18:2751,-4.2761,-55.9836,91.56,66,40,10.36
281,Banepa,NP,2021-12-17 18:2751,27.6298,85.5214,41.32,87,20,4.61
282,Vila Franca Do Campo,PT,2021-12-17 18:2751,37.7167,-25.4333,61.21,74,99,5.75
283,Kenitra,MA,2021-12-17 18:2852,34.261,-6.5802,57.83,73,4,2.26
284,Broken Hill,AU,2021-12-17 18:2852,-31.95,141.4333,76.71,29,80,8.05
285,Dikson,RU,2021-12-17 18:2852,73.5069,80.5464,-14.01,96,100,11.56
286,Puerto Escondido,MX,2021-12-17 18:2853,15.85,-97.0667,85.03,61,1,5.75
287,Chokurdakh,RU,2021-12-17 18:2415,70.6333,147.9167,-33.5,100,99,6.35
288,Clyde River,CA,2021-12-17 18:2853,70.4692,-68.5914,-10.97,84,90,9.22
289,Naryan-Mar,RU,2021-12-17 18:2853,67.6713,53.087,-2.02,99,98,8.63
290,Bakaly,RU,2021-12-17 18:2853,55.1789,53.8028,27.86,96,100,6.49
291,Grindavik,IS,2021-12-17 18:2854,63.8424,-22.4338,41.47,93,90,0.0
292,Talmenka,RU,2021-12-17 18:2854,53.8183,83.5677,27.84,95,100,16.44
293,Leningradskiy,RU,2021-12-17 18:2854,69.3833,178.4167,-12.37,97,100,3.11
294,Wakema,MM,2021-12-17 18:2854,16.6,95.1833,68.27,70,3,6.98
295,Warrington,GB,2021-12-17 18:2855,53.3925,-2.5802,45.81,92,75,8.05
296,Boa Vista,BR,2021-12-17 18:2855,2.8197,-60.6733,91.38,46,75,10.36
297,Farafangana,MG,2021-12-17 18:2855,-22.8167,47.8333,78.66,75,30,9.26
298,Saint George,US,2021-12-17 18:2856,37.1041,-113.5841,43.36,60,1,1.99
299,Morant Bay,JM,2021-12-17 18:2856,17.8815,-76.4093,85.62,74,20,13.04
300,Creel,MX,2021-12-17 18:2856,27.75,-107.6333,53.29,40,94,19.66
301,Eskisehir,TR,2021-12-17 18:2856,39.7767,30.5206,33.71,93,75,8.05
302,Collie,AU,2021-12-17 18:2857,-33.3667,116.15,55.98,68,100,8.88
