City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Pekan,MY,2021-12-17 18:2857,3.4836,103.3996,78.91,89,100,12.64
304,Cururupu,BR,2021-12-17 18:2857,-1.8283,-44.8683,87.98,55,95,8.88
305,Rapid Valley,US,2021-12-17 18:2857,44.0625,-103.1463,34.03,84,90,1.01
306,Taicheng,CN,2021-12-17 18:2858,38.731,113.228,12.61,25,3,3.87
307,Wattegama,LK,2021-12-17 18:2858,6.7989,81.4808,74.32,89,100,5.23
308,Keflavik,IS,2021-12-17 18:2858,64.0049,-22.5624,41.43,93,90,0.0
309,Moose Factory,CA,2021-12-17 18:2859,51.2585,-80.6094,15.8,79,90,24.16
310,Abay,KZ,2021-12-17 18:2409,49.6311,72.8539,26.98,82,97,12.71
311,Lorengau,PG,2021-12-17 18:2859,-2.0226,147.2712,81.03,81,99,10.2
312,Jinan,CN,2021-12-17 18:2859,36.6683,116.9972,27.59,18,1,8.21
313,Mumford,GH,2021-12-17 18:2859,5.2618,-0.759,81.79,80,73,11.52
314,Bjornevatn,NO,2021-12-17 18:2900,69.6672,29.9847,29.82,100,75,10.36
315,Pudozh,RU,2021-12-17 18:2900,61.8099,36.5345,8.62,99,76,2.91
316,Maceio,BR,2021-12-17 18:2900,-9.6658,-35.7353,87.24,62,40,19.57
317,Ilulissat,GL,2021-12-17 18:2901,69.2167,-51.1,15.82,45,75,19.57
318,Selenginsk,RU,2021-12-17 18:2901,52.0064,106.8647,-8.63,88,99,6.44
319,Lokoja,NG,2021-12-17 18:2901,7.8024,6.743,84.15,22,58,2.73
320,Nyurba,RU,2021-12-17 18:2902,63.2842,118.3319,-44.86,100,69,2.37
321,Tubuala,PA,2021-12-17 18:2902,9.5167,-79.0333,88.56,87,43,10.85
322,Severo-Kurilsk,RU,2021-12-17 18:2902,50.6789,156.125,27.57,90,100,26.91
323,Uribia,CO,2021-12-17 18:2902,11.7139,-72.266,88.63,47,16,25.05
324,Batagay-Alyta,RU,2021-12-17 18:2903,67.8006,130.4114,-25.26,98,100,1.3
325,Lazarev,RU,2021-12-17 18:2903,52.225,141.5131,-20.06,90,66,5.86
326,Vestmannaeyjar,IS,2021-12-17 18:2903,63.4427,-20.2734,45.59,93,40,12.66
327,Finnsnes,NO,2021-12-17 18:3003,69.2296,17.9811,41.61,98,100,17.72
328,Kondinskoye,RU,2021-12-17 18:3004,59.6481,67.41,-3.46,100,98,4.61
329,Mingaora,PK,2021-12-17 18:3005,34.7758,72.3625,38.21,22,0,8.57
330,Chokwe,MZ,2021-12-17 18:3006,-24.5333,32.9833,68.54,75,91,14.47
331,Sidi Ali,DZ,2021-12-17 18:3006,36.0998,0.4206,53.64,62,3,9.46
332,Nanortalik,GL,2021-12-17 18:3007,60.1432,-45.2371,19.11,69,2,5.57
333,Gigmoto,PH,2021-12-17 18:3008,13.7796,124.39,79.56,88,100,8.39
334,Sisimiut,GL,2021-12-17 18:3008,66.9395,-53.6735,14.2,71,100,13.04
335,Upernavik,GL,2021-12-17 18:3009,72.7868,-56.1549,2.62,76,100,7.18
336,Xining,CN,2021-12-17 18:3010,36.6167,101.7667,17.33,60,100,1.54
337,West Bay,KY,2021-12-17 18:3010,19.3667,-81.4167,85.06,77,20,3.0
338,Gornopravdinsk,RU,2021-12-17 18:3010,60.05,69.9,1.29,100,96,3.04
339,Springbok,ZA,2021-12-17 18:3010,-29.6643,17.8865,76.78,17,0,6.22
340,Churapcha,RU,2021-12-17 18:3011,62.0025,132.4325,-28.59,97,100,4.07
341,Labuhan,ID,2021-12-17 18:3014,-6.8844,112.2051,80.28,84,100,2.71
342,Yulara,AU,2021-12-17 18:3014,-25.2406,130.9889,82.24,28,8,6.91
343,Guarapuava,BR,2021-12-17 18:3015,-25.3953,-51.4581,81.82,45,84,2.95
344,Itarema,BR,2021-12-17 18:3015,-2.9248,-39.9167,85.32,64,3,17.83
345,Hambantota,LK,2021-12-17 18:3015,6.1241,81.1185,75.54,100,40,2.3
346,Voh,NC,2021-12-17 18:3016,-20.9667,164.7,72.25,80,3,3.76
347,Alofi,NU,2021-12-17 18:3016,-19.0595,-169.9187,78.69,89,15,6.91
348,Nchelenge,ZM,2021-12-17 18:3016,-9.3451,28.734,70.54,90,100,13.82
349,Kalemie,CD,2021-12-17 18:3016,-5.9475,29.1947,68.83,91,100,6.46
350,Nata,PA,2021-12-17 18:3017,8.3333,-80.5167,86.47,72,100,2.04
351,Damaturu,NG,2021-12-17 18:3017,11.747,11.9608,69.91,26,5,11.5
352,Malyye Derbety,RU,2021-12-17 18:3017,47.9547,44.6808,38.64,94,100,6.69
353,Kruisfontein,ZA,2021-12-17 18:3017,-34.0033,24.7314,59.88,62,1,15.84
354,Inhambane,MZ,2021-12-17 18:3018,-23.865,35.3833,72.54,83,100,25.23
355,Victor Harbor,AU,2021-12-17 18:3018,-35.5667,138.6167,69.46,83,0,12.01
356,Foumbot,CM,2021-12-17 18:3018,5.5079,10.6356,69.08,37,100,3.96
357,Necochea,AR,2021-12-17 18:3006,-38.5473,-58.7368,85.03,41,100,12.8
358,Baruun-Urt,MN,2021-12-17 18:3019,46.6806,113.2792,1.31,72,100,5.46
359,Port Hedland,AU,2021-12-17 18:3019,-20.3167,118.5667,82.45,74,0,13.8
360,Sitka,US,2021-12-17 18:3019,57.0531,-135.33,35.49,75,90,3.44
361,Longhua,CN,2021-12-17 18:3020,23.6137,114.1919,48.18,59,9,3.69
362,Ikalamavony,MG,2021-12-17 18:3020,-21.15,46.5833,69.91,84,39,4.45
363,Ambilobe,MG,2021-12-17 18:3020,-13.2,49.05,76.53,84,55,2.75
364,Nisia Floresta,BR,2021-12-17 18:3020,-6.0911,-35.2086,86.81,63,31,13.98
365,Hillsborough,US,2021-12-17 18:3021,37.5741,-122.3794,53.29,75,1,4.0
366,Gandiaye,SN,2021-12-17 18:3021,14.2333,-16.2667,89.91,21,100,7.52
367,Vila Do Maio,CV,2021-12-17 18:3021,15.1333,-23.2167,77.79,78,46,10.27
368,San Jeronimo,PE,2021-12-17 18:3022,-11.9472,-75.2829,62.37,52,100,4.63
369,Tokur,RU,2021-12-17 18:3022,53.1333,132.9,-37.68,99,76,2.08
370,Beruwala,LK,2021-12-17 18:3122,6.4788,79.9828,76.03,91,100,4.68
371,Luanda,AO,2021-12-17 18:3006,-8.8368,13.2343,77.0,88,75,2.3
372,Diego De Almagro,CL,2021-12-17 18:3123,-26.3667,-70.05,84.67,16,14,14.03
373,Chimbote,PE,2021-12-17 18:2733,-9.0853,-78.5783,73.06,72,37,12.37
374,Santa Maria,BR,2021-12-17 18:2743,-29.6842,-53.8069,83.5,51,40,18.41
375,Tuy Hoa,VN,2021-12-17 18:3124,13.0833,109.3,73.26,90,100,14.54
376,Anadyr,RU,2021-12-17 18:3124,64.75,177.4833,-17.9,83,20,11.18
377,Orangeburg,US,2021-12-17 18:3125,33.4918,-80.8557,71.11,91,100,3.0
378,Ciudad Ojeda,VE,2021-12-17 18:3125,10.1964,-71.3082,81.91,67,99,6.33
379,Sobolevo,RU,2021-12-17 18:3125,54.4299,31.8996,31.44,94,100,9.31
380,Batagay,RU,2021-12-17 18:3125,67.6333,134.6333,-37.66,97,99,1.48
381,Sarkand,KZ,2021-12-17 18:3126,45.41,79.9186,27.55,59,6,8.7
382,Christchurch,NZ,2021-12-17 18:3014,-43.5333,172.6333,55.9,94,20,1.99
383,Makakilo City,US,2021-12-17 18:3127,21.3469,-158.0858,75.61,80,20,3.44
384,Talcahuano,CL,2021-12-17 18:3024,-36.7167,-73.1167,60.82,65,0,10.33
385,Alice Springs,AU,2021-12-17 18:2819,-23.7,133.8833,80.15,26,9,6.91
386,Isangel,VU,2021-12-17 18:3130,-19.55,169.2667,71.71,94,75,2.3
387,Chadiza,ZM,2021-12-17 18:3130,-14.0678,32.4392,69.28,84,100,3.69
388,Alta Floresta,BR,2021-12-17 18:3130,-9.8756,-56.0861,85.82,74,75,8.05
389,Yar-Sale,RU,2021-12-17 18:3132,66.8333,70.8333,-23.1,100,100,8.28
390,Lozovo,MK,2021-12-17 18:3132,41.7839,21.9056,40.39,73,18,12.39
391,Japura,ID,2021-12-17 18:3132,-0.3167,102.35,74.12,98,100,2.37
392,Naliya,IN,2021-12-17 18:3133,23.2667,68.8333,62.38,31,0,9.33
393,San Fernando,PH,2021-12-17 18:3134,15.0286,120.6898,80.62,84,100,11.34
394,Lodwar,KE,2021-12-17 18:3135,3.1191,35.5973,86.31,36,100,13.31
395,Turukhansk,RU,2021-12-17 18:3137,65.8167,87.9833,-34.98,96,24,5.55
396,Vostok,RU,2021-12-17 18:3139,46.4856,135.8833,-19.03,98,100,4.5
397,Port-Gentil,GA,2021-12-17 18:3139,-0.7193,8.7815,82.36,83,75,9.22
398,Baiyin,CN,2021-12-17 18:3140,36.5583,104.2081,11.28,43,100,2.53
399,Ossora,RU,2021-12-17 18:3140,59.2353,163.0719,-10.25,89,2,5.53
400,Santiago Del Estero,AR,2021-12-17 18:3144,-27.7951,-64.2615,93.81,22,3,9.95
401,Cap Malheureux,MU,2021-12-17 18:3144,-19.9842,57.6142,78.48,74,5,1.99
402,Mogoytuy,RU,2021-12-17 18:3144,51.2833,114.9167,-0.8,83,66,9.37
403,Podporozhye,RU,2021-12-17 18:3144,60.9112,34.1706,10.35,99,73,2.3
404,Iqaluit,CA,2021-12-17 18:3012,63.7506,-68.5145,29.93,80,90,25.99
405,Ostersund,SE,2021-12-17 18:3145,63.1792,14.6357,41.61,100,90,8.05
406,Ananindeua,BR,2021-12-17 18:3145,-1.3656,-48.3722,85.91,70,75,6.91
407,Kenai,US,2021-12-17 18:3145,60.5544,-151.2583,18.03,92,90,0.0
408,Nishihara,JP,2021-12-17 18:3145,26.1842,127.7558,60.08,61,90,19.57
409,Kambove,CD,2021-12-17 18:3146,-10.8764,26.5969,63.59,97,100,0.49
410,Tegh,AM,2021-12-17 18:3146,39.5579,46.4772,38.59,71,10,6.11
411,Andenes,NO,2021-12-17 18:3147,69.3143,16.1194,44.58,81,90,20.71
412,Skara,SE,2021-12-17 18:3147,58.3866,13.4384,37.11,95,22,1.99
413,Mount Isa,AU,2021-12-17 18:3148,-20.7333,139.5,82.17,61,90,4.61
414,Yankton,US,2021-12-17 18:3148,42.8711,-97.3973,35.85,64,20,13.8
415,Pogar,RU,2021-12-17 18:3148,52.554,33.2591,31.5,94,99,9.98
416,Ratne,UA,2021-12-17 18:3149,51.6683,24.5303,34.9,97,100,13.42
417,Mankono,CI,2021-12-17 18:3249,8.0586,-6.1897,82.89,24,68,4.52
418,Muyezerskiy,RU,2021-12-17 18:3249,63.9333,31.65,10.24,100,89,2.08
419,Bhinmal,IN,2021-12-17 18:3250,25.0,72.25,55.35,20,0,9.01
420,Teknaf,BD,2021-12-17 18:3250,20.8624,92.3058,64.58,79,0,7.2
421,San Patricio,US,2021-12-17 18:3250,28.017,-97.5169,81.01,64,100,18.66
422,Tarakan,ID,2021-12-17 18:3250,3.3,117.6333,78.3,94,75,2.3
423,Fonte Boa,BR,2021-12-17 18:3251,-2.4959,-66.2662,80.06,94,100,0.83
424,Atbasar,KZ,2021-12-17 18:3251,51.8,68.3333,28.85,92,100,12.97
425,Sarauli,IN,2021-12-17 18:3251,28.5,79.1,50.68,32,0,8.37
426,Kutum,SD,2021-12-17 18:3251,14.2,24.6667,62.69,28,6,10.47
427,Weyburn,CA,2021-12-17 18:3014,49.6668,-103.8511,-1.98,71,100,8.05
428,Arlit,NE,2021-12-17 18:3252,18.7369,7.3853,69.4,16,13,15.32
429,Bara,NG,2021-12-17 18:3252,10.3744,10.7288,73.45,24,14,7.9
430,Aripuana,BR,2021-12-17 18:3252,-9.1667,-60.6333,80.06,93,100,2.06
431,Menongue,AO,2021-12-17 18:3253,-14.6585,17.691,64.08,93,100,4.45
432,Ibra,OM,2021-12-17 18:3253,22.6906,58.5334,62.08,60,5,2.3
433,Vaitape,PF,2021-12-17 18:3253,-16.5167,-151.75,80.04,75,39,13.69
434,Tual,ID,2021-12-17 18:3254,-5.6667,132.75,82.54,73,100,5.23
435,Lufilufi,WS,2021-12-17 18:3256,-13.8745,-171.5986,76.78,75,100,15.23
436,Jensen Beach,US,2021-12-17 18:3256,27.2545,-80.2298,84.07,65,40,7.0
437,Charagua,BO,2021-12-17 18:3256,-19.8,-63.2167,87.37,26,51,9.04
438,Ucluelet,CA,2021-12-17 18:3256,48.9329,-125.5528,41.09,82,100,1.01
439,Tadpatri,IN,2021-12-17 18:3257,14.9167,78.0167,69.94,68,1,4.12
440,Svetlyy,RU,2021-12-17 18:3257,54.675,20.1347,41.05,80,46,11.83
441,Vanavara,RU,2021-12-17 18:3257,60.34,102.2797,-18.51,100,100,1.74
442,Chapais,CA,2021-12-17 18:3258,49.7834,-74.8492,17.38,84,100,15.73
443,Dunda,TZ,2021-12-17 18:3258,-8.1167,34.25,68.45,85,100,5.26
444,Sangmelima,CM,2021-12-17 18:3258,2.9333,11.9833,73.44,41,76,1.5
445,Darnah,LY,2021-12-17 18:3258,32.767,22.6367,59.0,69,20,19.17
446,Beyla,GN,2021-12-17 18:3259,8.6833,-8.6333,77.5,22,82,3.91
447,Coracora,PE,2021-12-17 18:3259,-15.0333,-73.7833,67.3,25,61,14.81
448,Yerbogachen,RU,2021-12-17 18:3259,61.2767,108.0108,-25.71,100,93,1.74
449,Grand Forks,US,2021-12-17 18:3217,47.9417,-97.4337,9.79,78,90,8.05
450,Guaraniacu,BR,2021-12-17 18:3300,-25.1008,-52.8781,88.66,28,58,2.15
451,Constitucion,CL,2021-12-17 18:3300,-35.3333,-72.4167,65.37,55,0,14.74
452,Astana,KZ,2021-12-17 18:2837,51.1801,71.446,24.75,86,90,20.13
453,Conceicao Do Araguaia,BR,2021-12-17 18:3300,-8.2578,-49.2647,86.77,63,100,4.14
454,Larsnes,NO,2021-12-17 18:3301,62.2028,5.5773,49.01,92,100,15.08
455,Daan,CN,2021-12-17 18:3301,33.0558,106.2958,36.88,57,96,2.53
456,Hua Hin,TH,2021-12-17 18:3301,12.5707,99.9588,79.66,67,100,7.38
457,Ermelo,ZA,2021-12-17 18:3302,-26.5333,29.9833,47.52,94,100,9.91
458,Svobodnyy,RU,2021-12-17 18:3302,51.4,128.1333,-16.73,95,21,4.61
459,Coffs Harbour,AU,2021-12-17 18:3302,-30.3,153.1333,69.76,87,40,9.22
460,Lavrentiya,RU,2021-12-17 18:3302,65.5833,-171.0,0.64,93,100,6.49
461,Beringovskiy,RU,2021-12-17 18:3303,63.05,179.3167,-2.72,97,100,18.43
462,Hargeysa,SO,2021-12-17 18:3403,9.56,44.065,62.85,95,65,14.09
463,Carnot,CF,2021-12-17 18:3403,4.9409,15.8665,79.97,28,94,5.64
464,Hobyo,SO,2021-12-17 18:3404,5.3505,48.5268,78.64,82,95,19.93
465,Ishigaki,JP,2021-12-17 18:3404,24.3448,124.1572,63.9,70,100,34.94
466,Viedma,AR,2021-12-17 18:3404,-40.8135,-62.9967,88.43,28,96,20.13
467,Kamaishi,JP,2021-12-17 18:3404,39.2667,141.8833,27.12,57,1,13.94
468,Bosaso,SO,2021-12-17 18:3405,11.2842,49.1816,76.5,75,40,10.0
469,Cockburn Town,TC,2021-12-17 18:3405,21.4612,-71.1419,79.12,75,0,23.85
470,Korla,CN,2021-12-17 18:3405,41.7597,86.1469,22.55,60,0,4.63
471,Mayo,US,2021-12-17 18:3405,38.8876,-76.5119,64.74,44,1,6.91
472,Hami,CN,2021-12-17 18:3406,42.8,93.45,23.7,55,0,2.39
473,Luba,GQ,2021-12-17 18:3406,3.4568,8.5547,80.49,78,100,9.69
474,Yilan,TW,2021-12-17 18:3406,24.757,121.753,59.36,99,100,3.94
475,Ornskoldsvik,SE,2021-12-17 18:3407,63.2909,18.7153,34.75,100,0,8.05
476,Qasigiannguit,GL,2021-12-17 18:3407,68.8193,-51.1922,16.05,78,100,3.56
477,Tabou,CI,2021-12-17 18:3407,4.423,-7.3528,80.92,80,5,9.91
478,Pangody,RU,2021-12-17 18:3407,65.85,74.4859,-31.59,98,7,8.28
479,Lokosovo,RU,2021-12-17 18:3408,61.1333,74.8167,2.3,98,94,5.79
480,Maoming,CN,2021-12-17 18:3408,21.65,110.9,62.83,54,67,6.08
481,Amga,RU,2021-12-17 18:3408,60.8953,131.9608,-22.77,98,100,0.87
482,Khvoynaya,RU,2021-12-17 18:3409,58.9,34.5333,24.13,96,85,4.9
483,Kasongo-Lunda,CD,2021-12-17 18:3409,-6.4667,16.8167,71.42,88,22,2.91
484,Salalah,OM,2021-12-17 18:3410,17.0151,54.0924,77.09,57,40,14.97
485,Trincomalee,LK,2021-12-17 18:3410,8.5711,81.2335,79.05,83,100,12.37
486,Ayan,RU,2021-12-17 18:3410,56.45,138.1667,-7.58,69,100,10.42
487,Matagami,CA,2021-12-17 18:2916,49.7502,-77.6328,15.91,79,90,18.41
488,Suzun,RU,2021-12-17 18:3211,53.7841,82.3116,28.42,92,100,14.36
489,Coihaique,CL,2021-12-17 18:3411,-45.5752,-72.0662,86.61,28,75,8.05
490,San Isidro,PE,2021-12-17 18:3411,-12.1167,-77.05,74.01,80,90,1.99
491,Petropavlovsk-Kamchatskiy,RU,2021-12-17 18:3411,53.0452,158.6483,0.19,78,20,11.18
492,Margate,GB,2021-12-17 18:3411,51.3813,1.3862,47.97,91,100,3.0
493,San Quintin,MX,2021-12-17 18:3412,30.4833,-115.95,61.61,50,100,3.31
494,Bonthe,SL,2021-12-17 18:3412,7.5264,-12.505,81.77,78,7,8.5
495,Bilma,NE,2021-12-17 18:3412,18.6853,12.9164,65.17,19,98,11.48
496,Chardara,KZ,2021-12-17 18:3413,41.2547,67.9692,42.48,41,0,6.15
497,Camacupa,AO,2021-12-17 18:3413,-12.0167,17.4833,61.05,97,99,4.41
498,Komsomolskiy,UZ,2021-12-17 18:3413,40.4272,71.7189,27.82,74,0,6.91
499,Shingu,JP,2021-12-17 18:3413,33.7333,135.9833,38.14,75,26,14.16
500,Port-Cartier,CA,2021-12-17 18:3414,50.0334,-66.8654,37.62,70,100,19.6
501,Belmonte,BR,2021-12-17 18:3414,-15.8631,-38.8828,84.7,72,32,10.47
502,Razam,IN,2021-12-17 18:3414,18.4667,83.6667,63.73,66,100,4.47
503,Kingisepp,RU,2021-12-17 18:3415,59.3733,28.6134,32.05,87,99,5.91
504,Upata,VE,2021-12-17 18:3415,8.0086,-62.3989,79.59,74,100,7.34
505,Chumikan,RU,2021-12-17 18:3415,54.7183,135.315,-14.75,83,100,19.04
506,Krasnoyarsk,RU,2021-12-17 18:3415,56.0097,92.7917,25.2,89,100,16.24
507,Anchorage,US,2021-12-17 18:3402,61.2181,-149.9003,21.87,84,90,0.0
508,Mehamn,NO,2021-12-17 18:3416,71.0357,27.8492,32.18,74,0,27.63
509,Novovasylivka,UA,2021-12-17 18:3416,46.8315,35.7536,35.44,98,100,9.57
510,Comodoro Rivadavia,AR,2021-12-17 18:3426,-45.8667,-67.5,67.86,68,40,6.91
511,Huanren,CN,2021-12-17 18:3516,41.2647,125.3667,5.02,69,0,3.51
512,Charyshskoye,RU,2021-12-17 18:3517,51.3978,83.5598,29.25,59,100,14.2
513,Buin,CL,2021-12-17 18:3517,-33.7333,-70.75,85.05,18,0,11.59
514,Barillas,GT,2021-12-17 18:3517,15.8036,-91.3158,77.34,68,41,4.74
515,Nemuro,JP,2021-12-17 18:3518,43.3236,145.575,30.61,79,100,20.29
516,Alghero,IT,2021-12-17 18:3518,40.5589,8.3181,48.29,87,0,3.44
517,Kalabo,ZM,2021-12-17 18:3518,-14.97,22.6814,70.5,74,100,3.65
518,Pangai,TO,2021-12-17 18:3519,-19.8,-174.35,80.71,83,20,5.75
519,Riosucio,CO,2021-12-17 18:3519,5.4216,-75.7032,70.23,82,100,2.64
520,Ercis,TR,2021-12-17 18:3520,39.0287,43.3586,38.8,92,90,2.13
521,Quelimane,MZ,2021-12-17 18:3520,-17.8786,36.8883,84.15,74,75,6.91
522,Phalombe,MW,2021-12-17 18:3520,-15.8064,35.6507,72.41,75,100,6.85
523,Grand Gaube,MU,2021-12-17 18:3520,-20.0064,57.6608,78.39,74,5,1.01
524,Ola,RU,2021-12-17 18:3521,59.5833,151.2833,9.28,84,100,15.7
525,Batticaloa,LK,2021-12-17 18:3521,7.7102,81.6924,76.91,87,100,8.72
526,Nome,US,2021-12-17 18:3521,64.5011,-165.4064,24.87,93,90,12.66
527,Omsukchan,RU,2021-12-17 18:3521,62.5333,155.8,-31.88,98,88,3.24
528,Varkkallai,IN,2021-12-17 18:3522,8.7341,76.7067,82.18,76,6,4.97
529,Caravelas,BR,2021-12-17 18:3522,-17.7125,-39.2481,82.09,69,9,11.23
530,Eregli,TR,2021-12-17 18:3522,37.5133,34.0467,33.96,99,100,2.42
531,Paita,PE,2021-12-17 18:3523,-5.0892,-81.1144,82.96,73,88,16.04
532,Santa Cruz De Tenerife,ES,2021-12-17 18:3242,28.4682,-16.2546,69.69,74,0,1.99
533,Rome,US,2021-12-17 18:3512,34.257,-85.1647,71.26,75,90,3.0
534,Marsa Matruh,EG,2021-12-17 18:3526,31.3525,27.2453,58.26,59,12,16.06
535,Kuldur,RU,2021-12-17 18:3526,49.2167,131.6333,-15.66,97,46,5.35
536,Olavarria,AR,2021-12-17 18:3108,-36.8927,-60.3225,82.02,47,100,9.33
537,Hualmay,PE,2021-12-17 18:3527,-11.0964,-77.6139,72.82,73,27,12.5
538,Imeni Poliny Osipenko,RU,2021-12-17 18:3527,52.4201,136.4853,-30.28,100,84,3.02
539,Ranau,MY,2021-12-17 18:3527,5.9538,116.6641,72.25,93,100,3.24
540,Halifax,CA,2021-12-17 18:3406,44.6453,-63.5724,50.49,61,40,8.99
541,Thunder Bay,CA,2021-12-17 18:3436,48.4001,-89.3168,16.56,67,90,11.5
542,Gorontalo,ID,2021-12-17 18:3528,0.5412,123.0595,75.13,92,75,2.75
543,Saint Joseph,US,2021-12-17 18:3528,39.7686,-94.8466,42.91,50,100,11.25
544,Puksoozero,RU,2021-12-17 18:3528,62.5903,40.6066,16.3,97,90,3.51
545,Meridian,US,2021-12-17 18:3038,43.6121,-116.3915,37.18,83,90,8.05
546,Bako,ET,2021-12-17 18:3528,5.7833,36.5667,74.19,46,92,2.39
547,Soyo,AO,2021-12-17 18:3529,-6.1349,12.3689,78.85,84,100,0.94
548,Namatanai,PG,2021-12-17 18:3529,-3.6667,152.4333,79.39,85,82,3.44
549,Kushima,JP,2021-12-17 18:3529,31.4583,131.2333,40.12,65,6,9.48
550,Abnub,EG,2021-12-17 18:3530,27.2696,31.1511,61.39,44,100,9.78
551,Gat,IL,2021-12-17 18:3530,31.61,34.7642,56.39,100,52,9.46
552,Rock Sound,BS,2021-12-17 18:3530,24.9,-76.2,78.33,67,0,19.22
553,Port Hardy,CA,2021-12-17 18:3530,50.6996,-127.4199,39.2,80,90,14.97
554,Yining,CN,2021-12-17 18:3531,29.0361,114.5636,38.12,56,6,2.77
555,Toora-Khem,RU,2021-12-17 18:3631,52.4675,96.11,1.49,97,100,1.81
556,Ondjiva,AO,2021-12-17 18:3631,-17.0667,15.7333,80.83,45,95,9.84
557,Mackay,AU,2021-12-17 18:3631,-21.15,149.2,78.78,65,75,13.8
558,Elliot,ZA,2021-12-17 18:3632,-31.3333,27.85,45.19,92,100,5.73
559,Catalina,US,2021-12-17 18:3632,32.5056,-110.9211,57.24,54,7,3.0
560,Nacala,MZ,2021-12-17 18:3632,-14.5428,40.6728,80.37,78,99,11.18
561,Exaplatanos,GR,2021-12-17 18:3633,40.9772,22.125,47.21,54,4,17.0
562,Grand-Santi,GF,2021-12-17 18:3633,4.25,-54.3833,87.1,56,95,2.66
563,Moron,AR,2021-12-17 18:3253,-34.6534,-58.6198,85.95,46,0,5.99
564,Muisne,EC,2021-12-17 18:3637,0.6,-80.0333,80.71,86,100,10.87
565,Priladozhskiy,RU,2021-12-17 18:3637,59.85,31.4833,31.66,97,87,6.98
566,Almansa,ES,2021-12-17 18:3637,38.8692,-1.0971,48.65,83,100,8.61
567,Minuri,PH,2021-12-17 18:3638,16.535,121.8574,73.04,99,100,1.39
568,Paranaiba,BR,2021-12-17 18:3638,-19.6772,-51.1908,81.95,75,100,5.95
569,Saint-Joseph,RE,2021-12-17 18:3638,-21.3667,55.6167,73.78,76,14,0.83
